과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2208886710
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,442821490
,,비법정이전수입,비법정이전수입,393971490
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,393971490
,,교육경비보조금,교육경비보조금,48850000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,48850000
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1765600220
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1765600220
,,,교육비특별회계전입금,1765600220
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,465000
,,학교회계간이전수입,학교회계간이전수입,465000
,,,학교발전기금전입금,0
,,,다른학교회계전입금,465000
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,105590800
,학부모부담수입,학부모부담수입,학부모부담수입,87765960
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,87765960
,,,급식비,47812330
,,,방과후학교활동비,0
,,,현장체험학습비,22027880
,,,청소년단체활동비,0
,,,졸업앨범비,17925750
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,17824840
,,사용료및수수료,사용료및수수료,754000
,,,사용료및수수료,754000
,,자산수입,자산수입,3844000
,,,자산매각대,3844000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,13226840
,,,지난년도수입,0
,,,이자수입,10420550
,,,기타행정활동수입,2806290
기타수입,기타수입,기타수입,기타수입,18123410
,전년도이월금,전년도이월금,전년도이월금,18123410
,,순세계잉여금,순세계잉여금,18123410
,,,순세계잉여금,18123410
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,2332600920
