과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,1256395000
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,282531000
,,비법정이전수입,비법정이전수입,282531000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,282531000
,,교육경비보조금,교육경비보조금,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,973864000
,,교육비특별회계전입금수입,교육비특별회계전입금수입,973864000
,,,교육비특별회계전입금,973864000
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,137635000
,학부모부담수입,학부모부담수입,학부모부담수입,137225000
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,137225000
,,,급식비,75541000
,,,방과후학교활동비,0
,,,현장체험학습비,31744000
,,,청소년단체활동비,0
,,,졸업앨범비,20460000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,9480000
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,410000
,,사용료및수수료,사용료및수수료,110000
,,,사용료및수수료,110000
,,자산수입,자산수입,100000
,,,자산매각대,100000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,200000
,,,지난년도수입,0
,,,이자수입,100000
,,,기타행정활동수입,100000
기타수입,기타수입,기타수입,기타수입,14320000
,전년도이월금,전년도이월금,전년도이월금,14320000
,,순세계잉여금,순세계잉여금,8000000
,,,순세계잉여금,8000000
,,정산대상재원사용잔액,정산대상재원사용잔액,6320000
,,,정산대상재원사용잔액,6320000
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,1408350000
