과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,912785777.7777778
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,38053888.88888889
,,비법정이전수입,비법정이전수입,37291984.12698413
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,37291984.12698413
,,교육경비보조금,교육경비보조금,761904.7619047619
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,761904.7619047619
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,846419492.0634921
,,교육비특별회계전입금수입,교육비특별회계전입금수입,845943301.5873016
,,,교육비특별회계전입금,845943301.5873016
,,기금회계전입금수입,기금회계전입금수입,476190.4761904762
,,,기금회계전입금,476190.4761904762
,기타이전수입,기타이전수입,기타이전수입,28312396.825396825
,,학교회계간이전수입,학교회계간이전수입,28310809.523809522
,,,학교발전기금전입금,8422825.396825397
,,,다른학교회계전입금,19887984.126984127
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,1587.3015873015872
,,,기타공공지원금,1587.3015873015872
자체수입,자체수입,자체수입,자체수입,134933587.3015873
,학부모부담수입,학부모부담수입,학부모부담수입,131345904.76190476
,,등록금,등록금,0.0
,,,학교운영지원비,176015412.6984127
,,수익자부담수입,수익자부담수입,301595825.3968254
,,,급식비,152166523.80952382
,,,방과후학교활동비,55538730.15873016
,,,현장체험학습비,108522412.6984127
,,,청소년단체활동비,21194682.53968254
,,,졸업앨범비,60580809.52380952
,,,교과서비,24485047.61904762
,,,기숙사비,5440523.80952381
,,,기타수익자부담수입,3494920.634920635
,,,누리과정비,123809.52380952382
,,,교복구입비,1797333.3333333333
,,,운동부운영비,11163492.063492063
,,,돌봄활동운영비,26134603.174603175
,행정활동수입,행정활동수입,행정활동수입,3781015.873015873
,,사용료및수수료,사용료및수수료,1336222.2222222222
,,,사용료및수수료,1336222.2222222222
,,자산수입,자산수입,1190158.7301587302
,,,자산매각대,180634.92063492062
,,적립금처분수입,적립금처분수입,5765492.063492063
,,,적립금처분수입,5290412.698412699
,,보증금회수,보증금회수,5290412.698412699
,,,보증금회수,4761.9047619047615
,,기타행정활동수입,기타행정활동수입,2075587.3015873015
,,,지난년도수입,0.0
,,,이자수입,1178111.111111111
,,,기타행정활동수입,892714.2857142857
기타수입,기타수입,기타수입,기타수입,7797317.46031746
,전년도이월금,전년도이월금,전년도이월금,8267634.920634921
,,순세계잉여금,순세계잉여금,7413571.428571428
,,,순세계잉여금,7773095.238095238
,,정산대상재원사용잔액,정산대상재원사용잔액,494539.68253968254
,,,정산대상재원사용잔액,1415492.0634920634
,,이월금,이월금,1031746.0317460317
,,,이월사업비,1031746.0317460317
세입합계,세입합계,세입합계,세입합계,872513333.3333334
