정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,10492988000.0
,교직원보수,7511387000.0
,기타 교직원 보수,2384926000.0
,교직원 복지 및 역량강화,596675000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,3682636000.0
,급식 관리,1639253000.0
,기숙사 관리,1436400000.0
,보건관리,294694000.0
,교육격차 해소,39249000.0
,학생복지,273040000.0
기본적 교육활동,기본적 교육활동,1020422000.0
,교과 활동,695794000.0
,창의적 체험활동,286011000.0
,자유학기(년) 활동,38617000.0
선택적 교육활동,선택적 교육활동,412377000.0
,방과후학교 운영,123157000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,187120000.0
,교기육성,10000000.0
,기타 선택적 교육활동,92100000.0
교육활동 지원,교육활동 지원,1089688000.0
,교무업무 운영,350217000.0
,생활지도 운영,160912000.0
,연구학교 운영,107000000.0
,학습지원실 운영,271285000.0
,교육여건 개선,200274000.0
학교 일반운영,학교 일반운영,3367606000.0
,학교기관운영,646503000.0
,시설 장비 유지,2700393000.0
,학교운영 협력,20710000.0
학교시설 확충,학교시설 확충,10000000.0
,시설확충 및 개선,10000000.0
학교 재무활동,학교 재무활동,5000000.0
,반환금,5000000.0
,예비비,0.0
세출합계,세출합계,20080717000.0
