과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,3804455290.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,13050000.0
,,국고보조금,국고보조금,13050000.0
,,,국고보조금,13050000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,93291000.0
,,비법정이전수입,비법정이전수입,18362000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,18362000.0
,,교육경비보조금,교육경비보조금,74929000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,74929000.0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,3660765290.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,3660765290.0
,,,교육비특별회계전입금,3660765290.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,37349000.0
,,학교회계간이전수입,학교회계간이전수입,16904000.0
,,,학교발전기금전입금,16904000.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,20445000.0
,,,기타공공지원금,20445000.0
자체수입,자체수입,자체수입,자체수입,107143040.0
,학부모부담수입,학부모부담수입,학부모부담수입,99018080.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,99018080.0
,,,급식비,84351120.0
,,,방과후학교활동비,5943000.0
,,,현장체험학습비,0.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,8723960.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,8124960.0
,,사용료및수수료,사용료및수수료,0.0
,,,사용료및수수료,0.0
,,자산수입,자산수입,840000.0
,,,자산매각대,840000.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,7284960.0
,,,지난년도수입,0.0
,,,이자수입,4035040.0
,,,기타행정활동수입,3249920.0
기타수입,기타수입,기타수입,기타수입,51553780.0
,전년도이월금,전년도이월금,전년도이월금,51553780.0
,,순세계잉여금,순세계잉여금,45353780.0
,,,순세계잉여금,45353780.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,6200000.0
,,,이월사업비,6200000.0
세입합계,세입합계,세입합계,세입합계,3963152110.0
