과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,1415962820.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,10500000.0
,,국고보조금,국고보조금,10500000.0
,,,국고보조금,10500000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,59081040.0
,,비법정이전수입,비법정이전수입,41081040.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,41081040.0
,,교육경비보조금,교육경비보조금,18000000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,18000000.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1345161780.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1345161780.0
,,,교육비특별회계전입금,1345161780.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,1220000.0
,,학교회계간이전수입,학교회계간이전수입,0.0
,,,학교발전기금전입금,0.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,1220000.0
,,,기타공공지원금,1220000.0
자체수입,자체수입,자체수입,자체수입,277750850.0
,학부모부담수입,학부모부담수입,학부모부담수입,260731280.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,260731280.0
,,,급식비,63147420.0
,,,방과후학교활동비,171362560.0
,,,현장체험학습비,5150800.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,6831000.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,14239500.0
,행정활동수입,행정활동수입,행정활동수입,17019570.0
,,사용료및수수료,사용료및수수료,0.0
,,,사용료및수수료,0.0
,,자산수입,자산수입,0.0
,,,자산매각대,0.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,17019570.0
,,,지난년도수입,0.0
,,,이자수입,0.0
,,,기타행정활동수입,17019570.0
기타수입,기타수입,기타수입,기타수입,9441120.0
,전년도이월금,전년도이월금,전년도이월금,9441120.0
,,순세계잉여금,순세계잉여금,9441120.0
,,,순세계잉여금,9441120.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,0.0
,,,이월사업비,0.0
세입합계,세입합계,세입합계,세입합계,1703154790.0
