정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,183922880.0
,교직원보수,0.0
,기타 교직원 보수,143899740.0
,교직원 복지 및 역량강화,40023140.0
학생복지/교육격차 해소,학생복지/교육격차 해소,3502119640.0
,급식 관리,2708411120.0
,기숙사 관리,195853250.0
,보건관리,148469150.0
,교육격차 해소,69752140.0
,학생복지,379633980.0
기본적 교육활동,기본적 교육활동,1530489770.0
,교과 활동,1053792580.0
,창의적 체험활동,460343300.0
,자유학기(년) 활동,16353890.0
선택적 교육활동,선택적 교육활동,1410772870.0
,방과후학교 운영,850618610.0
,직업교육,0.0
,국제교육,0.0
,독서활동,140102680.0
,교기육성,386265760.0
,기타 선택적 교육활동,33785820.0
교육활동 지원,교육활동 지원,1460376250.0
,교무업무 운영,314219480.0
,생활지도 운영,154698150.0
,연구학교 운영,44918150.0
,학습지원실 운영,30521840.0
,교육여건 개선,916018630.0
학교 일반운영,학교 일반운영,1427191810.0
,학교기관운영,428435330.0
,시설 장비 유지,981464310.0
,학교운영 협력,17292170.0
학교시설 확충,학교시설 확충,739345870.0
,시설확충 및 개선,739345870.0
학교 재무활동,학교 재무활동,7880.0
,반환금,7880.0
,예비비,0.0
세출합계,세출합계,10254226970.0
