과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,4947247830.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,30000000.0
,,국고보조금,국고보조금,30000000.0
,,,국고보조금,30000000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,28730000.0
,,비법정이전수입,비법정이전수입,330000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,330000.0
,,교육경비보조금,교육경비보조금,28400000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,28400000.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,4853645290.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,4853645290.0
,,,교육비특별회계전입금,4853645290.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,34872540.0
,,학교회계간이전수입,학교회계간이전수입,34291540.0
,,,학교발전기금전입금,4194230.0
,,,다른학교회계전입금,30097310.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,581000.0
,,,기타공공지원금,581000.0
자체수입,자체수입,자체수입,자체수입,316408639.0
,학부모부담수입,학부모부담수입,학부모부담수입,297138590.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,297138590.0
,,,급식비,154335280.0
,,,방과후학교활동비,57659540.0
,,,현장체험학습비,69023970.0
,,,청소년단체활동비,726000.0
,,,졸업앨범비,15393800.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,19270049.0
,,사용료및수수료,사용료및수수료,5070370.0
,,,사용료및수수료,5070370.0
,,자산수입,자산수입,333500.0
,,,자산매각대,333500.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,13866179.0
,,,지난년도수입,0.0
,,,이자수입,10744639.0
,,,기타행정활동수입,3121540.0
기타수입,기타수입,기타수입,기타수입,31526770.0
,전년도이월금,전년도이월금,전년도이월금,31526770.0
,,순세계잉여금,순세계잉여금,15983460.0
,,,순세계잉여금,15983460.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,15543310.0
,,,이월사업비,15543310.0
세입합계,세입합계,세입합계,세입합계,5295183239.0
