과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,8812131000.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0
,,비법정이전수입,비법정이전수입,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,,교육경비보조금,교육경비보조금,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,7213131000.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,7213131000.0
,,,교육비특별회계전입금,7213131000.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,1599000000.0
,,학교회계간이전수입,학교회계간이전수입,1599000000.0
,,,학교발전기금전입금,529138000.0
,,,다른학교회계전입금,1069862000.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,0.0
,,,기타공공지원금,0.0
자체수입,자체수입,자체수입,자체수입,753389000.0
,학부모부담수입,학부모부담수입,학부모부담수입,691868000.0
,,등록금,등록금,0.0
,,,학교운영지원비,10295154000.0
,,수익자부담수입,수익자부담수입,10631086000.0
,,,급식비,7352917000.0
,,,방과후학교활동비,517000000.0
,,,현장체험학습비,5799669000.0
,,,청소년단체활동비,1303590000.0
,,,졸업앨범비,2768719000.0
,,,교과서비,1227631000.0
,,,기숙사비,76353000.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,17712000.0
,,,운동부운영비,115083000.0
,,,돌봄활동운영비,1379450000.0
,행정활동수입,행정활동수입,행정활동수입,73701000.0
,,사용료및수수료,사용료및수수료,40721000.0
,,,사용료및수수료,40721000.0
,,자산수입,자산수입,0.0
,,,자산매각대,0.0
,,적립금처분수입,적립금처분수입,355936000.0
,,,적립금처분수입,332986000.0
,,보증금회수,보증금회수,332986000.0
,,,보증금회수,300000.0
,,기타행정활동수입,기타행정활동수입,21100000.0
,,,지난년도수입,0.0
,,,이자수입,9400000.0
,,,기타행정활동수입,11400000.0
기타수입,기타수입,기타수입,기타수입,90000000.0
,전년도이월금,전년도이월금,전년도이월금,112650000.0
,,순세계잉여금,순세계잉여금,80000000.0
,,,순세계잉여금,99450000.0
,,정산대상재원사용잔액,정산대상재원사용잔액,13200000.0
,,,정산대상재원사용잔액,60000000.0
,,이월금,이월금,50000000.0
,,,이월사업비,50000000.0
세입합계,세입합계,세입합계,세입합계,4396506000.0
