과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,22375863000.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,2354778000.0
,,비법정이전수입,비법정이전수입,2114742000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,2114742000.0
,,교육경비보조금,교육경비보조금,240036000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,240036000.0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,19931440000.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,19931440000.0
,,,교육비특별회계전입금,19931440000.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,89645000.0
,,학교회계간이전수입,학교회계간이전수입,89645000.0
,,,학교발전기금전입금,3400000.0
,,,다른학교회계전입금,86245000.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,0.0
,,,기타공공지원금,0.0
자체수입,자체수입,자체수입,자체수입,2800694000.0
,학부모부담수입,학부모부담수입,학부모부담수입,2734595000.0
,,등록금,등록금,0.0
,,,학교운영지원비,759459000.0
,,수익자부담수입,수익자부담수입,3479908000.0
,,,급식비,729704000.0
,,,방과후학교활동비,992622000.0
,,,현장체험학습비,274506000.0
,,,청소년단체활동비,360000.0
,,,졸업앨범비,871026000.0
,,,교과서비,288813000.0
,,,기숙사비,241000000.0
,,,기타수익자부담수입,224980000.0
,,,누리과정비,4940000.0
,,,교복구입비,15300000.0
,,,운동부운영비,486260000.0
,,,돌봄활동운영비,95710000.0
,행정활동수입,행정활동수입,행정활동수입,66099000.0
,,사용료및수수료,사용료및수수료,17460000.0
,,,사용료및수수료,17460000.0
,,자산수입,자산수입,5400000.0
,,,자산매각대,5400000.0
,,적립금처분수입,적립금처분수입,14146000.0
,,,적립금처분수입,736000.0
,,보증금회수,보증금회수,736000.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,43239000.0
,,,지난년도수입,0.0
,,,이자수입,27450000.0
,,,기타행정활동수입,15789000.0
기타수입,기타수입,기타수입,기타수입,164186000.0
,전년도이월금,전년도이월금,전년도이월금,177596000.0
,,순세계잉여금,순세계잉여금,158986000.0
,,,순세계잉여금,162686000.0
,,정산대상재원사용잔액,정산대상재원사용잔액,14910000.0
,,,정산대상재원사용잔액,25200000.0
,,이월금,이월금,20000000.0
,,,이월사업비,20000000.0
세입합계,세입합계,세입합계,세입합계,18950422000.0
