SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,517512193,37351403,0,128573500,14011981,S010000371,7016769520,B100000001,01,일반고등학교,N,강동고등학교,
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,568092600,65615471,0,467222824,449699270,S010000372,8664088220,B100000001,01,일반고등학교,N,강서고등학교,
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,960736813,80680326,0,166266320,366207595,S010000374,10245340420,B100000001,01,일반고등학교,N,건국대학교사범대학부속고등학교,
고,사립,04,서울특별시 동작구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,3114392121,65989125,0,295920350,341870190,S010000378,10675969090,B100000001,01,일반고등학교,N,경문고등학교,
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,688168750,36189441,0,236501490,497554826,S010000380,7293052800,B100000001,01,일반고등학교,N,경복여자고등학교,
고,사립,04,서울특별시 마포구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,555979030,77264779,0,430846825,467779387,S010000381,6633097120,B100000001,01,일반고등학교,N,경성고등학교,
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,834186097,99258538,0,1124289060,315739864,S010000382,7726123556,B100000001,01,일반고등학교,N,경신고등학교,
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,260531827,37532474,0,5643033240,739611300,S010000384,1589647615,B100000001,01,자율고등학교,N,경희고등학교,
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,218012297,28616630,0,229939930,142636237,S010000385,8770198430,B100000001,01,일반고등학교,N,경희여자고등학교,
고,사립,04,서울특별시 성북구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,435990606,14263578,0,404682140,377384000,S010000386,7874950370,B100000001,01,일반고등학교,N,계성고등학교,
,사립,04,서울특별시 성북구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1248642246,10289635,0,112375570,398668320,S010000387,7523829235,B100000001,01,일반고등학교,N,고려대학교사범대학부속고등학교,
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1668517371,90468438,0,207418030,23950000,S010000392,11188173012,B100000001,01,일반고등학교,N,광문고등학교,
,사립,04,서울특별시 마포구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,488933092,118456387,0,548873390,378281060,S010000393,7216577082,B100000001,01,일반고등학교,N,광성고등학교,
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,428377238,57496991,0,205882720,14403000,S010000394,7078356450,B100000001,01,일반고등학교,N,광신고등학교,
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,205149249,49373572,0,371264150,23726050,S010000396,9428987500,B100000001,01,일반고등학교,N,광영고등학교,
,사립,04,서울특별시 양천구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,309618282,29522894,0,354488550,29680210,S010000397,10064962570,B100000001,01,일반고등학교,N,광영여자고등학교,
고,사립,04,서울특별시 관악구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,210101989,98176123,0,415407016,1041701856,S010000403,9477867680,B100000001,01,일반고등학교,N,남강고등학교,
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,124629778,32657329,0,385615860,938456710,S010000405,7831251070,B100000001,01,일반고등학교,N,단국대학교사범대학부속고등학교,
고,사립,04,서울특별시 동대문구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,138144117,184479396,0,5322105480,717127800,S010000407,2320134605,B100000001,01,자율고등학교,N,대광고등학교,
고,사립,04,서울특별시 은평구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,254918325,32986057,0,424337289,11334830,S010000408,7945167310,B100000001,01,일반고등학교,N,대성고등학교,
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,540981180,45234036,0,63241660,35328720,S010000409,7993587068,B100000001,01,일반고등학교,N,대신고등학교,
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,270410865,42156398,0,394518730,1456693555,S010000411,7839220450,B100000001,01,일반고등학교,N,대원고등학교,
,사립,04,서울특별시 광진구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,160451435,40482231,0,308494860,91183880,S010000412,7639682700,B100000001,01,일반고등학교,N,대원여자고등학교,
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,58246385,60064736,0,319120850,156041000,S010000413,9468662650,B100000001,01,일반고등학교,N,대일고등학교,
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,1477145292,17708038,0,442294550,528044970,S010000414,10543415070,B100000001,01,일반고등학교,N,대진고등학교,
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,361266142,19391093,0,630548380,514108970,S010000415,10996363560,B100000001,01,일반고등학교,N,대진여자고등학교,
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,2429404570,43527376,0,241934250,478809200,S010000416,9630785550,B100000001,01,특성화고등학교,N,대진디자인고등학교,
고,사립,04,서울특별시 종로구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,758502170,17074858,0,220739440,526086260,S010000417,6418287700,B100000001,01,일반고등학교,N,덕성여자고등학교,
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,266398999,96865033,0,280334501,1115415265,S010000418,10682756320,B100000001,01,일반고등학교,N,덕원여자고등학교,
,사립,04,서울특별시 동대문구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1353962332,66334614,0,755767840,114538000,S010000420,10794574100,B100000001,01,일반고등학교,N,동국대학교사범대학부속고등학교,
,사립,04,서울특별시 서초구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,320371466,59370127,0,112425939,330913570,S010000421,10179649615,B100000001,01,일반고등학교,N,동덕여자고등학교,
,사립,04,서울특별시 은평구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1119494831,65894541,0,157561255,224431844,S010000422,9589294050,B100000001,01,일반고등학교,N,동명여자고등학교,
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,167556871,37620196,0,681863610,344668912,S010000423,9888170220,B100000001,01,일반고등학교,N,동북고등학교,
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,412048577,76183142,0,2788676298,3082000340,S010000424,5520247655,B100000001,01,일반고등학교,N,동성고등학교,
,사립,04,서울특별시 금천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,386282483,58560554,0,136228420,614450835,S010000425,12856292490,B100000001,01,일반고등학교,N,동일여자고등학교,
,사립,04,서울특별시 금천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1043615830,71826862,0,114048285,76728180,S010000426,9967276580,B100000001,01,특성화고등학교,N,서울매그넷고등학교,
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,780785237,53078827,0,124462950,460954530,S010000429,8304821950,B100000001,01,일반고등학교,N,마포고등학교,
,사립,04,서울특별시 강서구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,113576013,34825746,0,770951930,4171120392,S010000431,8642951520,B100000001,01,일반고등학교,N,명덕고등학교,
고,사립,04,서울특별시 강서구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,161065443,49175496,0,858847950,3950000,S010000432,11223129870,B100000001,01,일반고등학교,N,명덕여자고등학교,
고,사립,04,서울특별시 광진구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,591807737,11899493,0,87409290,113990000,S010000433,8948326850,B100000001,01,일반고등학교,N,동국대학교사범대학부속가람고등학교,
고,사립,04,서울특별시 서대문구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1459093077,136996667,0,670798854,12931200,S010000435,14277234372,B100000001,01,일반고등학교,N,명지고등학교,
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,458583213,45603211,0,189484251,127237150,S010000437,7169019874,B100000001,01,일반고등학교,N,서울문영여자고등학교,
,사립,04,서울특별시 금천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,719781514,61707476,0,452626684,42613505,S010000438,12458018590,B100000001,01,일반고등학교,N,문일고등학교,
고,사립,04,서울특별시 관악구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,37129466,27631234,0,334614960,76676340,S010000439,6830274840,B100000001,01,일반고등학교,N,미림여자고등학교,
고,사립,04,서울특별시 송파구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,686627885,80932981,0,1059519190,388050210,S010000441,9590171130,B100000001,01,일반고등학교,N,배명고등학교,
고,사립,04,서울특별시 용산구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,430360200,31531108,0,234241810,340860030,S010000442,5873560551,B100000001,01,일반고등학교,N,배문고등학교,
,사립,04,서울특별시 강동구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,252261977,471404814,0,9519066040,941838371,S010000443,2441308810,B100000001,01,자율고등학교,N,배재고등학교,
고,사립,04,서울특별시 종로구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,159918561,11794105,0,168033920,23400000,S010000444,6877924970,B100000001,01,일반고등학교,N,배화여자고등학교,
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,197220817,88423958,0,364638180,34083529,S010000445,10779947940,B100000001,01,일반고등학교,N,백암고등학교,
고,사립,04,서울특별시 송파구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,334683896,81628788,0,383383180,279401065,S010000446,9077091190,B100000001,01,일반고등학교,N,보성고등학교,
고,사립,04,서울특별시 용산구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,422776515,50483886,0,145231110,289398304,S010000447,6966763590,B100000001,01,일반고등학교,N,보성여자고등학교,
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,160939175,43660790,0,163416300,212395166,S010000450,5757824190,B100000001,01,일반고등학교,N,상명대학교사범대학부속여자고등학교,
고,사립,04,서울특별시 노원구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,772653867,49466702,0,289391150,754366500,S010000451,9573965575,B100000001,01,일반고등학교,N,상명고등학교,
고,사립,04,서울특별시 서초구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,467099219,245845208,0,624153105,240000000,S010000452,13141962190,B100000001,01,일반고등학교,N,상문고등학교,
고,사립,04,서울특별시 강동구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,286616935,72877685,0,121717020,435948350,S010000453,8603607050,B100000001,01,일반고등학교,N,상일여자고등학교,
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,Y,복식부기,,0,0,0,0,0,S010000454,0,B100000001,01,일반고등학교,N,서라벌고등학교,이사회 심의 부결
,사립,04,서울특별시 서초구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,197325727,313280981,0,98369580,557515670,S010000455,10312213800,B100000001,01,일반고등학교,N,서문여자고등학교,
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,290141110,356089491,0,1592102088,8062331,S010000458,5068760030,B100000001,01,일반고등학교,N,서울미술고등학교,
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,151689169,53744379,0,81903190,1900000,S010000459,7340886513,B100000001,01,일반고등학교,N,서울세종고등학교,
,사립,04,서울특별시 도봉구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,1284754681,135348087,0,8727066970,19211100,S010000465,2109049840,B100000001,01,자율고등학교,N,선덕고등학교,
,사립,04,서울특별시 은평구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1126477414,51821109,0,154960880,39360000,S010000466,7732312020,B100000001,01,일반고등학교,N,선일여자고등학교,
,사립,04,서울특별시 은평구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,477628193,276704256,0,574878750,811896102,S010000467,11900449230,B100000001,01,일반고등학교,N,선정고등학교,
고,사립,04,서울특별시 동작구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1383919204,261776616,0,1119739660,128487740,S010000468,10590993420,B100000001,01,일반고등학교,N,성남고등학교,
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,408072746,67611114,0,253833560,423793960,S010000470,8518571325,B100000001,01,일반고등학교,N,성보고등학교,
고,사립,04,서울특별시 성북구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,671107187,34897262,0,90986950,10900000,S010000471,8280349120,B100000001,01,일반고등학교,N,성신여자고등학교,
,사립,04,서울특별시 용산구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,1437090564,54688363,0,90524920,34859220,S010000472,6547016650,B100000001,01,일반고등학교,N,성심여자고등학교,
,사립,04,서울특별시 서초구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,543754826,63728386,0,7564886660,480902420,S010000473,1664527974,B100000001,01,자율고등학교,N,세화고등학교,
고,사립,04,서울특별시 서초구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,664218980,141273163,0,7635146220,2395604630,S010000474,1993020645,B100000001,01,자율고등학교,N,세화여자고등학교,
고,사립,04,서울특별시 중랑구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,954844039,141657948,0,447153670,40382000,S010000475,8643348170,B100000001,01,일반고등학교,N,송곡고등학교,
,사립,04,서울특별시 중랑구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,1216185138,62752552,0,548080780,612211915,S010000476,10146122800,B100000001,01,일반고등학교,N,송곡여자고등학교,
고,사립,04,서울특별시 강남구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,604538598,871314498,0,159625660,674907283,S010000479,10602194019,B100000001,01,일반고등학교,N,숙명여자고등학교,
,사립,04,서울특별시 마포구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1770078347,93190082,0,1197713260,760753370,S010000480,6566928800,B100000001,01,일반고등학교,N,숭문고등학교,
,사립,04,서울특별시 은평구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1426982556,92911918,0,783869920,25892840,S010000481,15375223433,B100000001,01,일반고등학교,N,숭실고등학교,
,사립,04,서울특별시 동작구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,188559315,60542376,0,364745800,508563420,S010000482,9715690860,B100000001,01,일반고등학교,N,숭의여자고등학교,
,사립,04,서울특별시 용산구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,646138557,29545895,0,116030695,486577167,S010000483,4914265480,B100000001,01,일반고등학교,N,신광여자고등학교,
,사립,04,서울특별시 강북구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,2323727327,1198422977,0,7519087920,1105770250,S010000486,2361890410,B100000001,01,자율고등학교,N,신일고등학교,
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,589653644,72978246,0,7120035770,1215896200,S010000488,1417256580,B100000001,01,자율고등학교,N,양정고등학교,
,사립,04,서울특별시 양천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,104701618,96615740,0,272513930,20382520,S010000489,8646156980,B100000001,01,일반고등학교,N,양천고등학교,
,사립,04,서울특별시 양천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,436941810,167124497,0,289755785,507298750,S010000490,11507076120,B100000001,01,일반고등학교,N,목동고등학교,
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,657759150,75861051,0,487683173,96511440,S010000494,7564038345,B100000001,01,일반고등학교,N,염광고등학교,
고,사립,04,서울특별시 강남구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,429047348,90180463,0,98094520,45000000,S010000495,8189942986,B100000001,01,일반고등학교,N,영동고등학교,
,사립,04,서울특별시 송파구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,2330915938,197919526,0,117333100,25340980,S010000496,9093131730,B100000001,01,일반고등학교,N,영동일고등학교,
,사립,04,서울특별시 관악구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,4392588902,117005647,0,220626948,659308030,S010000499,9057011568,B100000001,01,일반고등학교,N,영락고등학교,
고,사립,04,서울특별시 양천구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,464011582,61024375,0,573166150,44525000,S010000500,6233065100,B100000001,01,특성화고등학교,N,서울영상고등학교,
고,사립,04,서울특별시 노원구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,886409619,63294186,0,275850320,320240829,S010000502,9668679780,B100000001,01,일반고등학교,N,영신여자고등학교,
고,사립,04,서울특별시 강서구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,104844081,30895282,0,282567450,2755970,S010000503,9912695040,B100000001,01,일반고등학교,N,영일고등학교,
,사립,04,서울특별시 송파구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,135965516,70175597,0,113382940,4087600,S010000504,9287521460,B100000001,01,일반고등학교,N,영파여자고등학교,
,사립,04,서울특별시 강북구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,861306108,54471134,0,468309742,543809900,S010000505,9526804220,B100000001,01,일반고등학교,N,영훈고등학교,
,사립,04,서울특별시 은평구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,716900286,40982506,0,300340520,25633470,S010000506,9955866380,B100000001,01,일반고등학교,N,예일여자고등학교,
,사립,04,서울특별시 구로구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,1973874558,313296172,0,155979200,31124600,S010000508,6043377040,B100000001,01,일반고등학교,N,오류고등학교,
,사립,04,서울특별시 용산구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,175400813,165152625,0,285982860,340926836,S010000509,7024415160,B100000001,01,일반고등학교,N,오산고등학교,
고,사립,04,서울특별시 성북구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,352398793,51641182,0,517948882,252898583,S010000510,13307339998,B100000001,01,일반고등학교,N,용문고등학교,
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,769709740,107343002,0,149953755,1050785,S010000512,10924876960,B100000001,01,일반고등학교,N,용화여자고등학교,
,사립,04,서울특별시 구로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,897177964,215412851,0,1085888136,72160000,S010000513,9796123560,B100000001,01,일반고등학교,N,우신고등학교,
고,사립,04,서울특별시 강남구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,133480537,49047988,0,60797210,53886421,S010000514,7801490320,B100000001,01,일반고등학교,N,은광여자고등학교,
고,사립,04,서울특별시 은평구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,277583935,75558343,0,148956480,32335500,S010000515,8348926880,B100000001,01,특성화고등학교,N,은평메디텍고등학교,
고,사립,04,서울특별시 중구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,86195539,463866537,0,9211408560,1536035151,S010000516,1995839110,B100000001,01,자율고등학교,N,이화여자고등학교,
,사립,04,서울특별시 서대문구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,514432512,84680230,0,7678309210,927859000,S010000517,2243468080,B100000001,01,자율고등학교,N,이화여자대학교사범대학부속이화금란고등학교,
고,사립,04,서울특별시 서대문구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1111224187,64771764,0,523100914,90582510,S010000518,6961748216,B100000001,01,일반고등학교,N,인창고등학교,
,사립,04,서울특별시 송파구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,1201386191,19823181,0,131817510,46500000,S010000524,10160776450,B100000001,01,일반고등학교,N,잠실여자고등학교,
고,사립,04,서울특별시 중구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,101863711,38667864,0,669681410,171630000,S010000525,5840290140,B100000001,01,일반고등학교,N,장충고등학교,
고,사립,04,서울특별시 영등포구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,451801748,101971855,0,4153042486,406910000,S010000526,1519115590,B100000001,01,일반고등학교,N,장훈고등학교,
고,사립,04,서울특별시 노원구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,102909761,53741238,0,436470831,35286800,S010000527,9213330590,B100000001,01,일반고등학교,N,재현고등학교,
고,사립,04,서울특별시 송파구,4,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,198948862,116193931,0,519891280,1448092530,S010000528,12870493060,B100000001,01,일반고등학교,N,정신여자고등학교,
고,사립,04,서울특별시 도봉구,4,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1263359891,149240535,0,259889751,155228890,S010000529,11859878110,B100000001,01,일반고등학교,N,정의여자고등학교,
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,980323384,171313615,0,8400238259,6142799660,S010000531,1822079990,B100000001,01,자율고등학교,N,중동고등학교,
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,42519692,8559043,0,249941450,492033020,S010000532,9840049490,B100000001,01,일반고등학교,N,중산고등학교,
,사립,04,서울특별시 종로구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,274012211,608203255,0,8163084343,1123912615,S010000533,1851164260,B100000001,01,자율고등학교,N,중앙고등학교,
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1530447768,120047709,0,673978290,119407380,S010000534,9854522070,B100000001,01,일반고등학교,N,중앙대학교사범대학부속고등학교,
,사립,04,서울특별시 서대문구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,228241160,51293834,0,222927860,284211610,S010000535,10621794660,B100000001,01,일반고등학교,N,중앙여자고등학교,
,사립,04,서울특별시 양천구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,2346413281,71366235,0,415499350,8063880,S010000537,14015216770,B100000001,01,일반고등학교,N,진명여자고등학교,
,사립,04,서울특별시 강남구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,832833905,85022633,0,129532780,579461570,S010000538,9686797850,B100000001,01,일반고등학교,N,진선여자고등학교,
,사립,04,서울특별시 강북구,,서울특별시교육청,서울특별시교육청,B100000001,N,미지정,결산세입,376780619,42557122,0,246486280,347318830,S010000541,11141495780,B100000001,01,일반고등학교,N,창문여자고등학교,
,사립,04,서울특별시 노원구,,서울특별시교육청,서울특별시교육청,B100000001,N,복식부기,결산세입,1277154508,77944496,0,1086719936,13092998,S010000544,11316783010,B100000001,01,일반고등학교,N,청원고등학교,
