FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE
사립,03,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,35000000,900000,0,0,228916000,S010000704,3401681000,B100000001,01,N,단국대학교사범대학부속중학교,,
사립,03,서울특별시 서초구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,80000000,4430000,0,51330000,10000000,S010000710,4688734000,B100000001,01,N,동덕여자중학교,,
사립,03,서울특별시 서초구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,30000000,27500000,0,38000000,83000000,S010000714,4221500000,B100000001,01,N,서문여자중학교,,
사립,03,서울특별시 서초구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,0,15560000,0,345700000,322654000,S010000718,4428429000,B100000001,01,N,세화여자중학교,중,3
사립,03,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,30000000,4900000,0,79240000,114580000,S010000720,4484094000,B100000001,01,N,숙명여자중학교,중,3
사립,03,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,15000000,1372000,0,319305000,5000000,S010000731,2935039000,B100000001,01,N,은성중학교,중,3
사립,03,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,30000000,111253000,0,0,581103000,S010000733,4842164000,B100000001,01,N,중동중학교,,
사립,03,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,15000000,87360000,0,515670000,6000000,S010000734,5549015000,B100000001,01,N,진선여자중학교,중,3
사립,03,서울특별시 강남구,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,N,복식부기,예산세입,0,40724000,0,842532000,265068000,S010000736,4180774000,B100000001,01,N,휘문중학교,,
사립,03,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,예산세입,10000000,8810000,0,527500000,13000000,S010000861,4298510000,B100000001,01,N,동북중학교,,
사립,03,서울특별시 강동구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,예산세입,20000000,32819000,0,37619000,6000000,S010000862,4399413000,B100000001,01,N,동신중학교,중,3
사립,03,서울특별시 송파구,서울특별시강동송파교육지원청,서울특별시교육청,B100000260,N,복식부기,예산세입,24500000,29530000,0,862860000,10100000,S010000868,4316463000,B100000001,01,N,배명중학교,,
