과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1394521647.5
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,41173652.5
,,비법정이전수입,비법정이전수입,39527152.5
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,39527152.5
,,교육경비보조금,교육경비보조금,1646500.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,1646500.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1351612995.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1351612995.0
,,,교육비특별회계전입금,1351612995.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,1735000.0
,,학교회계간이전수입,학교회계간이전수입,0.0
,,,학교발전기금전입금,0.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,1735000.0
,,,기타공공지원금,1735000.0
자체수입,자체수입,자체수입,자체수입,62328128.5
,학부모부담수입,학부모부담수입,학부모부담수입,56058420.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,56058420.0
,,,급식비,24123725.0
,,,방과후학교활동비,26464182.5
,,,현장체험학습비,1044312.5
,,,청소년단체활동비,0.0
,,,졸업앨범비,804750.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,3621450.0
,행정활동수입,행정활동수입,행정활동수입,6269708.5
,,사용료및수수료,사용료및수수료,845750.0
,,,사용료및수수료,845750.0
,,자산수입,자산수입,498750.0
,,,자산매각대,498750.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,4925208.5
,,,지난년도수입,0.0
,,,이자수입,4124596.0
,,,기타행정활동수입,800612.5
기타수입,기타수입,기타수입,기타수입,54362710.0
,전년도이월금,전년도이월금,전년도이월금,54362710.0
,,순세계잉여금,순세계잉여금,21401457.5
,,,순세계잉여금,21401457.5
,,정산대상재원사용잔액,정산대상재원사용잔액,1562945.0
,,,정산대상재원사용잔액,1562945.0
,,이월금,이월금,31398307.5
,,,이월사업비,31398307.5
세입합계,세입합계,세입합계,세입합계,1511212486.0
