정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,19267500.0
,교직원보수,0.0
,기타 교직원 보수,14085000.0
,교직원 복지 및 역량강화,5182500.0
학생복지/교육격차 해소,학생복지/교육격차 해소,152161500.0
,급식 관리,118950750.0
,기숙사 관리,0.0
,보건관리,10209500.0
,교육격차 해소,0.0
,학생복지,23001250.0
기본적 교육활동,기본적 교육활동,59502500.0
,교과 활동,20716250.0
,창의적 체험활동,38786250.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,32698000.0
,방과후학교 운영,7886250.0
,직업교육,0.0
,국제교육,0.0
,독서활동,8051000.0
,교기육성,0.0
,기타 선택적 교육활동,16760750.0
교육활동 지원,교육활동 지원,63799000.0
,교무업무 운영,23455000.0
,생활지도 운영,2690000.0
,연구학교 운영,0.0
,학습지원실 운영,6779000.0
,교육여건 개선,30875000.0
학교 일반운영,학교 일반운영,122450250.0
,학교기관운영,48342500.0
,시설 장비 유지,70470250.0
,학교운영 협력,3637500.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,2511500.0
,반환금,225000.0
,예비비,2286500.0
세출합계,세출합계,452390250.0
