과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1241468170.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,8000000.0
,,국고보조금,국고보조금,8000000.0
,,,국고보조금,8000000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,13087500.0
,,비법정이전수입,비법정이전수입,187500.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,187500.0
,,교육경비보조금,교육경비보조금,12900000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,12900000.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1207224795.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1207224795.0
,,,교육비특별회계전입금,1207224795.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,13155875.0
,,학교회계간이전수입,학교회계간이전수입,12155875.0
,,,학교발전기금전입금,795000.0
,,,다른학교회계전입금,11360875.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,1000000.0
,,,기타공공지원금,1000000.0
자체수입,자체수입,자체수입,자체수입,90050045.0
,학부모부담수입,학부모부담수입,학부모부담수입,81389730.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,81389730.0
,,,급식비,43003932.5
,,,방과후학교활동비,18997962.5
,,,현장체험학습비,16950335.0
,,,청소년단체활동비,435000.0
,,,졸업앨범비,2002500.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,8660315.0
,,사용료및수수료,사용료및수수료,1451955.0
,,,사용료및수수료,1451955.0
,,자산수입,자산수입,3500.0
,,,자산매각대,3500.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,7204860.0
,,,지난년도수입,0.0
,,,이자수입,5827430.0
,,,기타행정활동수입,1377430.0
기타수입,기타수입,기타수입,기타수입,55924882.5
,전년도이월금,전년도이월금,전년도이월금,55924882.5
,,순세계잉여금,순세계잉여금,8085530.0
,,,순세계잉여금,8085530.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,47839352.5
,,,이월사업비,47839352.5
세입합계,세입합계,세입합계,세입합계,1387443097.5
