과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1346109125.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,171571312.5
,,비법정이전수입,비법정이전수입,171571312.5
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,171571312.5
,,교육경비보조금,교육경비보조금,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1169517250.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1169517250.0
,,,교육비특별회계전입금,1169517250.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,5020562.5
,,학교회계간이전수입,학교회계간이전수입,5020562.5
,,,학교발전기금전입금,312500.0
,,,다른학교회계전입금,4708062.5
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,0.0
,,,기타공공지원금,0.0
자체수입,자체수입,자체수입,자체수입,195305250.0
,학부모부담수입,학부모부담수입,학부모부담수입,190250875.0
,,등록금,등록금,0.0
,,,학교운영지원비,52861937.5
,,수익자부담수입,수익자부담수입,242110312.5
,,,급식비,40321437.5
,,,방과후학교활동비,67546500.0
,,,현장체험학습비,29195062.5
,,,청소년단체활동비,0.0
,,,졸업앨범비,60005187.5
,,,교과서비,23381937.5
,,,기숙사비,8500000.0
,,,기타수익자부담수입,15215000.0
,,,누리과정비,4850125.0
,,,교복구입비,1101250.0
,,,운동부운영비,25200000.0
,,,돌봄활동운영비,14678250.0
,행정활동수입,행정활동수입,행정활동수입,5054375.0
,,사용료및수수료,사용료및수수료,1202500.0
,,,사용료및수수료,1202500.0
,,자산수입,자산수입,4170000.0
,,,자산매각대,195000.0
,,적립금처분수입,적립금처분수입,1002500.0
,,,적립금처분수입,60625.0
,,보증금회수,보증금회수,60625.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,3656875.0
,,,지난년도수입,0.0
,,,이자수입,1281250.0
,,,기타행정활동수입,2375625.0
기타수입,기타수입,기타수입,기타수입,7719375.0
,전년도이월금,전년도이월금,전년도이월금,8661250.0
,,순세계잉여금,순세계잉여금,7281250.0
,,,순세계잉여금,7768750.0
,,정산대상재원사용잔액,정산대상재원사용잔액,892500.0
,,,정산대상재원사용잔액,2000625.0
,,이월금,이월금,1562500.0
,,,이월사업비,1562500.0
세입합계,세입합계,세입합계,세입합계,1146228000.0
