과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,2355306900.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,7903333.333333333
,,비법정이전수입,비법정이전수입,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,,교육경비보조금,교육경비보조금,7903333.333333333
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,7903333.333333333
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2340893580.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2340893580.0
,,,교육비특별회계전입금,2340893580.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,6509986.666666667
,,학교회계간이전수입,학교회계간이전수입,400000.0
,,,학교발전기금전입금,400000.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,6109986.666666667
,,,기타공공지원금,6109986.666666667
자체수입,자체수입,자체수입,자체수입,186685473.33333334
,학부모부담수입,학부모부담수입,학부모부담수입,172991686.66666666
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,172991686.66666666
,,,급식비,41011100.0
,,,방과후학교활동비,110505703.33333333
,,,현장체험학습비,4149280.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,7105733.333333333
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,3388650.0
,,,누리과정비,581720.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,6249500.0
,행정활동수입,행정활동수입,행정활동수입,13693786.666666666
,,사용료및수수료,사용료및수수료,4406240.0
,,,사용료및수수료,4406240.0
,,자산수입,자산수입,1583033.3333333333
,,,자산매각대,1583033.3333333333
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,7704513.333333333
,,,지난년도수입,0.0
,,,이자수입,4268403.333333333
,,,기타행정활동수입,3436110.0
기타수입,기타수입,기타수입,기타수입,27716793.333333332
,전년도이월금,전년도이월금,전년도이월금,27716793.333333332
,,순세계잉여금,순세계잉여금,21198843.333333332
,,,순세계잉여금,21198843.333333332
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,6517950.0
,,,이월사업비,6517950.0
세입합계,세입합계,세입합계,세입합계,2569709166.6666665
