과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,1270856460.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,25309000.0
,,비법정이전수입,비법정이전수입,12148000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,12148000.0
,,교육경비보조금,교육경비보조금,13161000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,13161000.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1245547460.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1245547460.0
,,,교육비특별회계전입금,1245547460.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,0.0
,,학교회계간이전수입,학교회계간이전수입,0.0
,,,학교발전기금전입금,0.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,0.0
,,,기타공공지원금,0.0
자체수입,자체수입,자체수입,자체수입,190937732.0
,학부모부담수입,학부모부담수입,학부모부담수입,177660270.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,177660270.0
,,,급식비,25395000.0
,,,방과후학교활동비,124790200.0
,,,현장체험학습비,3840830.0
,,,청소년단체활동비,1877000.0
,,,졸업앨범비,3720000.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,4750240.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,13287000.0
,행정활동수입,행정활동수입,행정활동수입,13277462.0
,,사용료및수수료,사용료및수수료,200000.0
,,,사용료및수수료,200000.0
,,자산수입,자산수입,0.0
,,,자산매각대,0.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,13077462.0
,,,지난년도수입,0.0
,,,이자수입,6703240.0
,,,기타행정활동수입,6374222.0
기타수입,기타수입,기타수입,기타수입,186435882.0
,전년도이월금,전년도이월금,전년도이월금,186435882.0
,,순세계잉여금,순세계잉여금,6435882.0
,,,순세계잉여금,6435882.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,180000000.0
,,,이월사업비,180000000.0
세입합계,세입합계,세입합계,세입합계,1648230074.0
