과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,21537746000.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,2745141000.0
,,비법정이전수입,비법정이전수입,2745141000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,2745141000.0
,,교육경비보조금,교육경비보조금,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,18712276000.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,18712276000.0
,,,교육비특별회계전입금,18712276000.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,80329000.0
,,학교회계간이전수입,학교회계간이전수입,80329000.0
,,,학교발전기금전입금,5000000.0
,,,다른학교회계전입금,75329000.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,0.0
,,,기타공공지원금,0.0
자체수입,자체수입,자체수입,자체수입,3124884000.0
,학부모부담수입,학부모부담수입,학부모부담수입,3044014000.0
,,등록금,등록금,0.0
,,,학교운영지원비,845791000.0
,,수익자부담수입,수익자부담수입,3873765000.0
,,,급식비,645143000.0
,,,방과후학교활동비,1080744000.0
,,,현장체험학습비,467121000.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,960083000.0
,,,교과서비,374111000.0
,,,기숙사비,136000000.0
,,,기타수익자부담수입,243440000.0
,,,누리과정비,77602000.0
,,,교복구입비,17620000.0
,,,운동부운영비,403200000.0
,,,돌봄활동운영비,234852000.0
,행정활동수입,행정활동수입,행정활동수입,80870000.0
,,사용료및수수료,사용료및수수료,19240000.0
,,,사용료및수수료,19240000.0
,,자산수입,자산수입,66720000.0
,,,자산매각대,3120000.0
,,적립금처분수입,적립금처분수입,16040000.0
,,,적립금처분수입,970000.0
,,보증금회수,보증금회수,970000.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,58510000.0
,,,지난년도수입,0.0
,,,이자수입,20500000.0
,,,기타행정활동수입,38010000.0
기타수입,기타수입,기타수입,기타수입,123510000.0
,전년도이월금,전년도이월금,전년도이월금,138580000.0
,,순세계잉여금,순세계잉여금,116500000.0
,,,순세계잉여금,124300000.0
,,정산대상재원사용잔액,정산대상재원사용잔액,14280000.0
,,,정산대상재원사용잔액,32010000.0
,,이월금,이월금,25000000.0
,,,이월사업비,25000000.0
세입합계,세입합계,세입합계,세입합계,18339648000.0
