과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,2970588206.875
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,2750000.0
,,국고보조금,국고보조금,2750000.0
,,,국고보조금,2750000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,122615151.875
,,비법정이전수입,비법정이전수입,44440167.5
,,,광역지방자치단체전입금,39216647.5
,,,기초지방자치단체전입금,5223520.0
,,교육경비보조금,교육경비보조금,78174984.375
,,,광역지방자치단체전입금,8047910.0
,,,기초지방자치단체전입금,70127074.375
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2632791373.75
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2632791373.75
,,,교육비특별회계전입금,2632791373.75
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,212431681.25
,,학교회계간이전수입,학교회계간이전수입,210447170.0
,,,학교발전기금전입금,65790442.5
,,,다른학교회계전입금,144656727.5
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,915761.25
,,,기타공공지원금,915761.25
자체수입,자체수입,자체수입,자체수입,258131285.375
,학부모부담수입,학부모부담수입,학부모부담수입,246522407.5
,,등록금,등록금,1068750.0
,,,학교운영지원비,1343778122.75
,,수익자부담수입,수익자부담수입,1531601993.0
,,,급식비,943704611.25
,,,방과후학교활동비,161540701.25
,,,현장체험학습비,777470938.75
,,,청소년단체활동비,159145596.25
,,,졸업앨범비,383847474.25
,,,교과서비,137019126.75
,,,기숙사비,10958936.25
,,,기타수익자부담수입,48526685.0
,,,누리과정비,0.0
,,,교복구입비,4278067.5
,,,운동부운영비,17073123.75
,,,돌봄활동운영비,170011176.25
,행정활동수입,행정활동수입,행정활동수입,16819644.125
,,사용료및수수료,사용료및수수료,3866171.25
,,,사용료및수수료,3898046.25
,,자산수입,자산수입,0.0
,,,자산매각대,0.0
,,적립금처분수입,적립금처분수입,57629787.25
,,,적립금처분수입,40133952.5
,,보증금회수,보증금회수,40133952.5
,,,보증금회수,173000.0
,,기타행정활동수입,기타행정활동수입,8984456.625
,,,지난년도수입,0.0
,,,이자수입,6021986.0
,,,기타행정활동수입,2789470.625
기타수입,기타수입,기타수입,기타수입,21613438.375
,전년도이월금,전년도이월금,전년도이월금,38936273.125
,,순세계잉여금,순세계잉여금,13484373.0
,,,순세계잉여금,24475223.375
,,정산대상재원사용잔액,정산대상재원사용잔액,6559769.375
,,,정산대상재원사용잔액,34855814.0
,,이월금,이월금,42529309.375
,,,이월사업비,13791374.875
세입합계,세입합계,세입합계,세입합계,2103324260.125
