과목,과목.1,과목.2,과목.3,합계금액
장,관,항,목,0.0
이전수입,이전수입,이전수입,이전수입,35212212490.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,4979933400.0
,,비법정이전수입,비법정이전수입,3419407340.0
,,,광역지방자치단체전입금,100719400.0
,,,기초지방자치단체전입금,3318687940.0
,,교육경비보조금,교육경비보조금,1560526060.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,1560526060.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,30086081790.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,30086081790.0
,,,교육비특별회계전입금,30086081790.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,146197300.0
,,학교회계간이전수입,학교회계간이전수입,78890390.0
,,,학교발전기금전입금,7000000.0
,,,다른학교회계전입금,71890390.0
,,,기타학교회계전입금,34000000.0
,,기타공공이전수입,기타공공이전수입,64706910.0
,,,기타공공지원금,30706910.0
자체수입,자체수입,자체수입,자체수입,2044063830.0
,학부모부담수입,학부모부담수입,학부모부담수입,1931269650.0
,,등록금,등록금,2895440.0
,,,학교운영지원비,522916330.0
,,수익자부담수입,수익자부담수입,2433664850.0
,,,급식비,510024750.0
,,,방과후학교활동비,669039870.0
,,,현장체험학습비,178457700.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,628943390.0
,,,교과서비,392508700.0
,,,기숙사비,4399200.0
,,,기타수익자부담수입,42221610.0
,,,누리과정비,8099350.0
,,,교복구입비,16634700.0
,,,운동부운영비,347760220.0
,,,돌봄활동운영비,84646000.0
,행정활동수입,행정활동수입,행정활동수입,122114180.0
,,사용료및수수료,사용료및수수료,19648300.0
,,,사용료및수수료,19648300.0
,,자산수입,자산수입,60475800.0
,,,자산매각대,10975800.0
,,적립금처분수입,적립금처분수입,17330250.0
,,,적립금처분수입,350500.0
,,보증금회수,보증금회수,350500.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,84770080.0
,,,지난년도수입,0.0
,,,이자수입,45494040.0
,,,기타행정활동수입,39276040.0
기타수입,기타수입,기타수입,기타수입,485536770.0
,전년도이월금,전년도이월금,전년도이월금,502516520.0
,,순세계잉여금,순세계잉여금,103755300.0
,,,순세계잉여금,113893150.0
,,정산대상재원사용잔액,정산대상재원사용잔액,34093370.0
,,,정산대상재원사용잔액,230701682.0
,,이월금,이월금,557980212.0
,,,이월사업비,367700222.0
세입합계,세입합계,세입합계,세입합계,29235432512.0
