과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1044180220.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,8500000.0
,,국고보조금,국고보조금,8500000.0
,,,국고보조금,8500000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,7100000.0
,,비법정이전수입,비법정이전수입,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,,교육경비보조금,교육경비보조금,7100000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,7100000.0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1021963130.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1021963130.0
,,,교육비특별회계전입금,1021963130.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,6617090.0
,,학교회계간이전수입,학교회계간이전수입,6592090.0
,,,학교발전기금전입금,1762465.0
,,,다른학교회계전입금,4829625.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,25000.0
,,,기타공공지원금,25000.0
자체수입,자체수입,자체수입,자체수입,64867129.25
,학부모부담수입,학부모부담수입,학부모부담수입,62541025.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,62541025.0
,,,급식비,39694467.5
,,,방과후학교활동비,19454967.5
,,,현장체험학습비,0.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,3391590.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,2326104.25
,,사용료및수수료,사용료및수수료,433375.0
,,,사용료및수수료,433375.0
,,자산수입,자산수입,55750.0
,,,자산매각대,55750.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,1836979.25
,,,지난년도수입,0.0
,,,이자수입,736707.5
,,,기타행정활동수입,1100271.75
기타수입,기타수입,기타수입,기타수입,20317787.5
,전년도이월금,전년도이월금,전년도이월금,20317787.5
,,순세계잉여금,순세계잉여금,2467942.5
,,,순세계잉여금,2467942.5
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,17849845.0
,,,이월사업비,17849845.0
세입합계,세입합계,세입합계,세입합계,1129365136.75
