과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,944040525.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,13750000.0
,,국고보조금,국고보조금,13750000.0
,,,국고보조금,13750000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,1380000.0
,,비법정이전수입,비법정이전수입,1380000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,1380000.0
,,교육경비보조금,교육경비보조금,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,885156062.5
,,교육비특별회계전입금수입,교육비특별회계전입금수입,873950312.5
,,,교육비특별회계전입금,873950312.5
,,기금회계전입금수입,기금회계전입금수입,11205750.0
,,,기금회계전입금,11205750.0
,기타이전수입,기타이전수입,기타이전수입,43754462.5
,,학교회계간이전수입,학교회계간이전수입,24061585.0
,,,학교발전기금전입금,0.0
,,,다른학교회계전입금,24061585.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,19692877.5
,,,기타공공지원금,19692877.5
자체수입,자체수입,자체수입,자체수입,76214743.75
,학부모부담수입,학부모부담수입,학부모부담수입,71525057.5
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,71525057.5
,,,급식비,31242995.0
,,,방과후학교활동비,22550852.5
,,,현장체험학습비,8204982.5
,,,청소년단체활동비,0.0
,,,졸업앨범비,2874965.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,6651262.5
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,4689686.25
,,사용료및수수료,사용료및수수료,970315.0
,,,사용료및수수료,970315.0
,,자산수입,자산수입,1833375.0
,,,자산매각대,1833375.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,1885996.25
,,,지난년도수입,0.0
,,,이자수입,1464528.75
,,,기타행정활동수입,421467.5
기타수입,기타수입,기타수입,기타수입,17057075.0
,전년도이월금,전년도이월금,전년도이월금,17057075.0
,,순세계잉여금,순세계잉여금,17057075.0
,,,순세계잉여금,17057075.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,0.0
,,,이월사업비,0.0
세입합계,세입합계,세입합계,세입합계,1037312343.75
