정책단위사업,정책단위사업.1,합계금액
정책사업,단위사업,0.0
인적자원 운용,인적자원 운용,10245991000.0
,교직원보수,7524013000.0
,기타 교직원 보수,2215479000.0
,교직원 복지 및 역량강화,506499000.0
학생복지/교육격차 해소,학생복지/교육격차 해소,3429825000.0
,급식 관리,1448707000.0
,기숙사 관리,1323000000.0
,보건관리,417778000.0
,교육격차 해소,35067000.0
,학생복지,205273000.0
기본적 교육활동,기본적 교육활동,755951000.0
,교과 활동,463760000.0
,창의적 체험활동,261191000.0
,자유학기(년) 활동,31000000.0
선택적 교육활동,선택적 교육활동,606526000.0
,방과후학교 운영,374262000.0
,직업교육,0.0
,국제교육,1700000.0
,독서활동,167984000.0
,교기육성,9480000.0
,기타 선택적 교육활동,53100000.0
교육활동 지원,교육활동 지원,882516000.0
,교무업무 운영,249505000.0
,생활지도 운영,124561000.0
,연구학교 운영,151000000.0
,학습지원실 운영,284710000.0
,교육여건 개선,72740000.0
학교 일반운영,학교 일반운영,2820853000.0
,학교기관운영,618235000.0
,시설 장비 유지,2183484000.0
,학교운영 협력,19134000.0
학교시설 확충,학교시설 확충,10000000.0
,시설확충 및 개선,10000000.0
학교 재무활동,학교 재무활동,21000000.0
,반환금,20000000.0
,예비비,1000000.0
세출합계,세출합계,18772662000.0
