정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,20193500.0
,교직원보수,0.0
,기타 교직원 보수,3015000.0
,교직원 복지 및 역량강화,17178500.0
학생복지/교육격차 해소,학생복지/교육격차 해소,316147500.0
,급식 관리,215806250.0
,기숙사 관리,0.0
,보건관리,25359250.0
,교육격차 해소,0.0
,학생복지,74982000.0
기본적 교육활동,기본적 교육활동,108932750.0
,교과 활동,52619750.0
,창의적 체험활동,56313000.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,48517000.0
,방과후학교 운영,33319000.0
,직업교육,0.0
,국제교육,0.0
,독서활동,11251000.0
,교기육성,2850000.0
,기타 선택적 교육활동,1097000.0
교육활동 지원,교육활동 지원,49529750.0
,교무업무 운영,8609500.0
,생활지도 운영,16246500.0
,연구학교 운영,3750000.0
,학습지원실 운영,10362000.0
,교육여건 개선,10561750.0
학교 일반운영,학교 일반운영,179877500.0
,학교기관운영,50742250.0
,시설 장비 유지,125300250.0
,학교운영 협력,3835000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,2880000.0
,반환금,5000.0
,예비비,2875000.0
세출합계,세출합계,726078000.0
