과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,951113822.5
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,3262500.0
,,국고보조금,국고보조금,3262500.0
,,,국고보조금,3262500.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,23322750.0
,,비법정이전수입,비법정이전수입,4590500.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,4590500.0
,,교육경비보조금,교육경비보조금,18732250.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,18732250.0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,915191322.5
,,교육비특별회계전입금수입,교육비특별회계전입금수입,915191322.5
,,,교육비특별회계전입금,915191322.5
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,9337250.0
,,학교회계간이전수입,학교회계간이전수입,4226000.0
,,,학교발전기금전입금,4226000.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,5111250.0
,,,기타공공지원금,5111250.0
자체수입,자체수입,자체수입,자체수입,26785760.0
,학부모부담수입,학부모부담수입,학부모부담수입,24754520.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,24754520.0
,,,급식비,21087780.0
,,,방과후학교활동비,1485750.0
,,,현장체험학습비,0.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,2180990.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,2031240.0
,,사용료및수수료,사용료및수수료,0.0
,,,사용료및수수료,0.0
,,자산수입,자산수입,210000.0
,,,자산매각대,210000.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,1821240.0
,,,지난년도수입,0.0
,,,이자수입,1008760.0
,,,기타행정활동수입,812480.0
기타수입,기타수입,기타수입,기타수입,12888445.0
,전년도이월금,전년도이월금,전년도이월금,12888445.0
,,순세계잉여금,순세계잉여금,11338445.0
,,,순세계잉여금,11338445.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,1550000.0
,,,이월사업비,1550000.0
세입합계,세입합계,세입합계,세입합계,990788027.5
