과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,1959268890
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,119525460
,,비법정이전수입,비법정이전수입,4582800
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,4582800
,,교육경비보조금,교육경비보조금,114942660
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,114942660
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1839743430
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1839743430
,,,교육비특별회계전입금,1839743430
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,105459251
,학부모부담수입,학부모부담수입,학부모부담수입,67012380
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,67012380
,,,급식비,53965370
,,,방과후학교활동비,6547010
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,6500000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,38446871
,,사용료및수수료,사용료및수수료,34275800
,,,사용료및수수료,34275800
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,4171071
,,,지난년도수입,0
,,,이자수입,2843220
,,,기타행정활동수입,1327851
기타수입,기타수입,기타수입,기타수입,173710693
,전년도이월금,전년도이월금,전년도이월금,173710693
,,순세계잉여금,순세계잉여금,152472323
,,,순세계잉여금,152472323
,,정산대상재원사용잔액,정산대상재원사용잔액,952510
,,,정산대상재원사용잔액,952510
,,이월금,이월금,20285860
,,,이월사업비,20285860
세입합계,세입합계,세입합계,세입합계,2238438834
