과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2174246850
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,71039000
,,비법정이전수입,비법정이전수입,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,,교육경비보조금,교육경비보조금,71039000
,,,광역지방자치단체전입금,3900000
,,,기초지방자치단체전입금,67139000
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2055132440
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2055132440
,,,교육비특별회계전입금,2055132440
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,48075410
,,학교회계간이전수입,학교회계간이전수입,48075410
,,,학교발전기금전입금,6740
,,,다른학교회계전입금,48068670
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,535572970
,학부모부담수입,학부모부담수입,학부모부담수입,530326200
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,530326200
,,,급식비,55183230
,,,방과후학교활동비,414830880
,,,현장체험학습비,26255470
,,,청소년단체활동비,0
,,,졸업앨범비,8064000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,12179620
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,13813000
,행정활동수입,행정활동수입,행정활동수입,5246770
,,사용료및수수료,사용료및수수료,200000
,,,사용료및수수료,200000
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,5046770
,,,지난년도수입,0
,,,이자수입,2874870
,,,기타행정활동수입,2171900
기타수입,기타수입,기타수입,기타수입,95196582
,전년도이월금,전년도이월금,전년도이월금,95196582
,,순세계잉여금,순세계잉여금,37281222
,,,순세계잉여금,37281222
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,57915360
,,,이월사업비,57915360
세입합계,세입합계,세입합계,세입합계,2805016402
