과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,1947548845
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,180297545
,,비법정이전수입,비법정이전수입,88674785
,,,광역지방자치단체전입금,84197360
,,,기초지방자치단체전입금,4477425
,,교육경비보조금,교육경비보조금,91622760
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,91622760
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1767251300
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1767251300
,,,교육비특별회계전입금,1767251300
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,70130850
,학부모부담수입,학부모부담수입,학부모부담수입,63250240
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,63250240
,,,급식비,36410280
,,,방과후학교활동비,16877960
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,4617000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,5345000
,행정활동수입,행정활동수입,행정활동수입,6880610
,,사용료및수수료,사용료및수수료,586610
,,,사용료및수수료,586610
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,6294000
,,,지난년도수입,0
,,,이자수입,1166683
,,,기타행정활동수입,5127317
기타수입,기타수입,기타수입,기타수입,154462521
,전년도이월금,전년도이월금,전년도이월금,154462521
,,순세계잉여금,순세계잉여금,13023253
,,,순세계잉여금,13023253
,,정산대상재원사용잔액,정산대상재원사용잔액,257080
,,,정산대상재원사용잔액,257080
,,이월금,이월금,141182188
,,,이월사업비,141182188
세입합계,세입합계,세입합계,세입합계,2172142216
