과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,3471386060
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,242917690
,,비법정이전수입,비법정이전수입,107794950
,,,광역지방자치단체전입금,92242000
,,,기초지방자치단체전입금,15552950
,,교육경비보조금,교육경비보조금,135122740
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,135122740
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,3228468370
,,교육비특별회계전입금수입,교육비특별회계전입금수입,3228468370
,,,교육비특별회계전입금,3228468370
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,753851127
,학부모부담수입,학부모부담수입,학부모부담수입,735389840
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,735389840
,,,급식비,73407660
,,,방과후학교활동비,556676940
,,,현장체험학습비,50517810
,,,청소년단체활동비,0
,,,졸업앨범비,10260000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,8396930
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,18950000
,,,돌봄활동운영비,17180500
,행정활동수입,행정활동수입,행정활동수입,18461287
,,사용료및수수료,사용료및수수료,7290000
,,,사용료및수수료,7290000
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,11171287
,,,지난년도수입,0
,,,이자수입,8460675
,,,기타행정활동수입,2710612
기타수입,기타수입,기타수입,기타수입,25359683
,전년도이월금,전년도이월금,전년도이월금,25359683
,,순세계잉여금,순세계잉여금,6098493
,,,순세계잉여금,6098493
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,19261190
,,,이월사업비,19261190
세입합계,세입합계,세입합계,세입합계,4250596870
