과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2838396320
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,266962990
,,비법정이전수입,비법정이전수입,96394860
,,,광역지방자치단체전입금,88449000
,,,기초지방자치단체전입금,7945860
,,교육경비보조금,교육경비보조금,170568130
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,170568130
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2567810530
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2567810530
,,,교육비특별회계전입금,2567810530
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,3622800
,,학교회계간이전수입,학교회계간이전수입,3622800
,,,학교발전기금전입금,3000000
,,,다른학교회계전입금,622800
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,238174821
,학부모부담수입,학부모부담수입,학부모부담수입,226623125
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,226623125
,,,급식비,37935970
,,,방과후학교활동비,161409975
,,,현장체험학습비,17207680
,,,청소년단체활동비,0
,,,졸업앨범비,4278000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,5791500
,행정활동수입,행정활동수입,행정활동수입,11551696
,,사용료및수수료,사용료및수수료,2283420
,,,사용료및수수료,2283420
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,9268276
,,,지난년도수입,0
,,,이자수입,5179616
,,,기타행정활동수입,4088660
기타수입,기타수입,기타수입,기타수입,45630388
,전년도이월금,전년도이월금,전년도이월금,45630388
,,순세계잉여금,순세계잉여금,12253285
,,,순세계잉여금,12253285
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,33377103
,,,이월사업비,33377103
세입합계,세입합계,세입합계,세입합계,3122201529
