SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
중,국립,3,서울특별시 성북구,3.0,교육부,서울특별시교육청,A000000001,0,N,0,복식부기,예산세출,6200000,11000000,77800000,0,386911000,S000003514,41600000,936513.4,A000000001,1,N,서울대학교사범대학부설중학교,
,국립,3,서울특별시 종로구,,교육부,서울특별시교육청,A000000001,0,N,0,복식부기,예산세출,0,0,35000000,35000000,588000000,S000003562,0,1964179.1,A000000001,1,N,서울대학교사범대학부설여자중학교,
중,공립,3,서울특별시 강남구,3.0,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,10000000,N,0,복식부기,예산세출,264822000,116876000,22957000,187421000,116029000,S010000698,23820000,828041.3,B100000001,1,N,개원중학교,
중,공립,3,서울특별시 서초구,3.0,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,0,N,0,복식부기,예산세출,342394000,121237000,29880000,140495000,71783000,S010000700,17520000,684951.7,B100000001,1,N,경원중학교,
중,공립,3,서울특별시 강남구,3.0,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,0,N,0,복식부기,예산세출,335579000,92231000,10010000,113173000,104910000,S010000701,25760000,869468.1,B100000001,1,N,구룡중학교,
,공립,3,서울특별시 강남구,,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,0,N,0,복식부기,예산세출,272544000,101194000,14050000,98345000,28310000,S010000702,7200000,1218792.1,B100000001,1,N,압구정중학교,
중,공립,3,서울특별시 강남구,3.0,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,0,N,15000000,복식부기,예산세출,366536000,93894000,19700000,123710000,159592000,S010000705,18580000,800212.9,B100000001,1,N,대명중학교,
중,공립,3,서울특별시 강남구,3.0,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,0,N,0,복식부기,예산세출,389659000,95391000,21200000,123854000,41615000,S010000706,18190000,773440.6,B100000001,1,N,대왕중학교,
중,공립,3,서울특별시 강남구,3.0,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,0,N,0,복식부기,예산세출,401246000,100798000,21500000,134526000,105676000,S010000707,19060000,724820.4,B100000001,1,N,대청중학교,
,공립,3,서울특별시 강남구,,서울특별시강남서초교육지원청,서울특별시교육청,B100000249,0,N,0,복식부기,예산세출,300710000,60973000,16530000,85988000,32074000,S010000708,62466000,950239.8,B100000001,1,N,대치중학교,
