SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,31759330,N,2328494980,복식부기,결산세출,298332660,52995390,339600240,174438710,447481090,S140000173,1324939500,52062936.5,Q100000001,15,일반고등학교,N,광남고등학교,
고,사립,4,전라남도 광양시,4.0,전라남도교육청,전라남도교육청,Q100000001,89271720,N,15490346,미지정,결산세출,713577846,398002870,539607410,391976760,2785200950,S140000177,5102673168,16371616.8,Q100000001,15,자율고등학교,N,광양제철고등학교,
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,132317000,N,122707500,미지정,결산세출,282946500,687215800,249868050,398980780,1013958020,S140000182,3206155720,16696299.6,Q100000001,15,일반고등학교,N,금성고등학교,
,사립,4,전라남도 나주시,,전라남도교육청,전라남도교육청,Q100000001,65956000,N,450082080,미지정,결산세출,401982480,185998970,963996290,446836700,991935320,S140000185,3158874590,17870408.7,Q100000001,15,특성화고등학교,N,나주공업고등학교,
고,사립,4,전라남도 화순군,4.0,전라남도교육청,전라남도교육청,Q100000001,147216820,N,776142220,미지정,결산세출,418053990,719411710,340589410,501543160,2937114000,S140000188,3350253850,19553883.3,Q100000001,15,일반고등학교,N,능주고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,165418000,N,410781280,복식부기,결산세출,418903210,268041100,199444260,771606650,1635516870,S140000199,4039222790,16720791.0,Q100000001,15,일반고등학교,N,목포덕인고등학교,
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,55546000,N,247653420,복식부기,결산세출,421051910,217166070,181133710,274537010,1089332680,S140000200,4145568480,14231736.7,Q100000001,15,일반고등학교,N,목포마리아회고등학교,
고,사립,4,전라남도 목포시,4.0,전라남도교육청,전라남도교육청,Q100000001,149634750,N,1721536870,복식부기,결산세출,189900080,581006730,45574490,162290080,490044150,S140000202,3169148940,44583123.9,Q100000001,15,특성화고등학교,N,목포성신고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,203953660,N,971910330,미지정,결산세출,568079356,145976550,730932320,1694260580,835062110,S140000204,3318304620,27142562.6,Q100000001,15,특성화고등학교,N,목포중앙고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,339506700,N,1919923680,미지정,결산세출,386992440,567962580,1054161171,333442130,1447006978,S140000206,5754170005,24589928.5,Q100000001,15,특성화고등학교,N,목포여자상업고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,140892250,N,7834000,미지정,결산세출,871444660,724020780,277953760,469115370,1668668910,S140000208,4150008600,15679128.9,Q100000001,15,일반고등학교,N,목포정명여자고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,126154900,N,468297540,미지정,결산세출,435665900,944105980,452475460,592265220,1533979770,S140000211,4360629070,19676763.4,Q100000001,15,일반고등학교,N,목포혜인여자고등학교,
,사립,4,전라남도 목포시,,전라남도교육청,전라남도교육청,Q100000001,84550570,N,1149631930,미지정,결산세출,483250760,494648600,251365110,979902150,2012201440,S140000212,4254396900,20145119.2,Q100000001,15,일반고등학교,N,목포홍일고등학교,
