과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2424078480
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,251803430
,,비법정이전수입,비법정이전수입,219721330
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,219721330
,,교육경비보조금,교육경비보조금,32082100
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,32082100
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2166390650
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2166390650
,,,교육비특별회계전입금,2166390650
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,5884400
,,학교회계간이전수입,학교회계간이전수입,1500000
,,,학교발전기금전입금,0
,,,다른학교회계전입금,1500000
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,4384400
,,,기타공공지원금,4384400
자체수입,자체수입,자체수입,자체수입,351481560
,학부모부담수입,학부모부담수입,학부모부담수입,334185810
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,334185810
,,,급식비,53408120
,,,방과후학교활동비,178308100
,,,현장체험학습비,46888420
,,,청소년단체활동비,0
,,,졸업앨범비,9504000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,8025170
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,38052000
,행정활동수입,행정활동수입,행정활동수입,17295750
,,사용료및수수료,사용료및수수료,3642000
,,,사용료및수수료,3642000
,,자산수입,자산수입,350000
,,,자산매각대,350000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,13303750
,,,지난년도수입,0
,,,이자수입,9800590
,,,기타행정활동수입,3503160
기타수입,기타수입,기타수입,기타수입,90829680
,전년도이월금,전년도이월금,전년도이월금,90829680
,,순세계잉여금,순세계잉여금,14829680
,,,순세계잉여금,14829680
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,76000000
,,,이월사업비,76000000
세입합계,세입합계,세입합계,세입합계,2866389720
