과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2624593260
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,402624230
,,비법정이전수입,비법정이전수입,159901100
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,159901100
,,교육경비보조금,교육경비보조금,242723130
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,242723130
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,2201039030
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2201039030
,,,교육비특별회계전입금,2201039030
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,20930000
,,학교회계간이전수입,학교회계간이전수입,5075000
,,,학교발전기금전입금,4150000
,,,다른학교회계전입금,925000
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,15855000
,,,기타공공지원금,15855000
자체수입,자체수입,자체수입,자체수입,80369100
,학부모부담수입,학부모부담수입,학부모부담수입,75529060
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,75529060
,,,급식비,35850560
,,,방과후학교활동비,4000500
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,8855000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,585000
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,26238000
,행정활동수입,행정활동수입,행정활동수입,4840040
,,사용료및수수료,사용료및수수료,216630
,,,사용료및수수료,216630
,,자산수입,자산수입,180000
,,,자산매각대,180000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,4443410
,,,지난년도수입,0
,,,이자수입,3576460
,,,기타행정활동수입,866950
기타수입,기타수입,기타수입,기타수입,249869070
,전년도이월금,전년도이월금,전년도이월금,249869070
,,순세계잉여금,순세계잉여금,14374040
,,,순세계잉여금,14374040
,,정산대상재원사용잔액,정산대상재원사용잔액,99473330
,,,정산대상재원사용잔액,99473330
,,이월금,이월금,136021700
,,,이월사업비,136021700
세입합계,세입합계,세입합계,세입합계,2954831430
