과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1236811957.5
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,7500000.0
,,국고보조금,국고보조금,7500000.0
,,,국고보조금,7500000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,7182500.0
,,비법정이전수입,비법정이전수입,82500.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,82500.0
,,교육경비보조금,교육경비보조금,7100000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,7100000.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1213411322.5
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1213411322.5
,,,교육비특별회계전입금,1213411322.5
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,8718135.0
,,학교회계간이전수입,학교회계간이전수입,8572885.0
,,,학교발전기금전입금,1048557.5
,,,다른학교회계전입금,7524327.5
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,145250.0
,,,기타공공지원금,145250.0
자체수입,자체수입,자체수입,자체수입,79102159.75
,학부모부담수입,학부모부담수입,학부모부담수입,74284647.5
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,74284647.5
,,,급식비,38583820.0
,,,방과후학교활동비,14414885.0
,,,현장체험학습비,17255992.5
,,,청소년단체활동비,181500.0
,,,졸업앨범비,3848450.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,4817512.25
,,사용료및수수료,사용료및수수료,1267592.5
,,,사용료및수수료,1267592.5
,,자산수입,자산수입,83375.0
,,,자산매각대,83375.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,3466544.75
,,,지난년도수입,0.0
,,,이자수입,2686159.75
,,,기타행정활동수입,780385.0
기타수입,기타수입,기타수입,기타수입,7881692.5
,전년도이월금,전년도이월금,전년도이월금,7881692.5
,,순세계잉여금,순세계잉여금,3995865.0
,,,순세계잉여금,3995865.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,3885827.5
,,,이월사업비,3885827.5
세입합계,세입합계,세입합계,세입합계,1323795809.75
