과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1083202750.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0
,,비법정이전수입,비법정이전수입,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,,교육경비보조금,교육경비보조금,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,875959250.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,875959250.0
,,,교육비특별회계전입금,875959250.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,207243500.0
,,학교회계간이전수입,학교회계간이전수입,207243500.0
,,,학교발전기금전입금,62367500.0
,,,다른학교회계전입금,144876000.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,0.0
,,,기타공공지원금,0.0
자체수입,자체수입,자체수입,자체수입,116701750.0
,학부모부담수입,학부모부담수입,학부모부담수입,109291750.0
,,등록금,등록금,0.0
,,,학교운영지원비,1117978125.0
,,수익자부담수입,수익자부담수입,1202650625.0
,,,급식비,898797875.0
,,,방과후학교활동비,31330500.0
,,,현장체험학습비,663975625.0
,,,청소년단체활동비,159528750.0
,,,졸업앨범비,268197750.0
,,,교과서비,75263500.0
,,,기숙사비,5750000.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,2268000.0
,,,운동부운영비,14037500.0
,,,돌봄활동운영비,171731250.0
,행정활동수입,행정활동수입,행정활동수입,8748750.0
,,사용료및수수료,사용료및수수료,4203750.0
,,,사용료및수수료,7993750.0
,,자산수입,자산수입,0.0
,,,자산매각대,0.0
,,적립금처분수입,적립금처분수입,24619250.0
,,,적립금처분수입,22069000.0
,,보증금회수,보증금회수,22069000.0
,,,보증금회수,37500.0
,,기타행정활동수입,기타행정활동수입,3243750.0
,,,지난년도수입,0.0
,,,이자수입,1850000.0
,,,기타행정활동수입,1356250.0
기타수입,기타수입,기타수입,기타수입,16825000.0
,전년도이월금,전년도이월금,전년도이월금,19337750.0
,,순세계잉여금,순세계잉여금,14325125.0
,,,순세계잉여금,16050000.0
,,정산대상재원사용잔액,정산대상재원사용잔액,3287625.0
,,,정산대상재원사용잔액,14375125.0
,,이월금,이월금,11875125.0
,,,이월사업비,11875000.0
세입합계,세입합계,세입합계,세입합계,556525375.0
