정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,21493500.0
,교직원보수,0.0
,기타 교직원 보수,13875000.0
,교직원 복지 및 역량강화,7618500.0
학생복지/교육격차 해소,학생복지/교육격차 해소,175102250.0
,급식 관리,142727000.0
,기숙사 관리,0.0
,보건관리,12615250.0
,교육격차 해소,0.0
,학생복지,19760000.0
기본적 교육활동,기본적 교육활동,82555000.0
,교과 활동,20683750.0
,창의적 체험활동,61871250.0
,자유학기(년) 활동,0.0
선택적 교육활동,선택적 교육활동,40758500.0
,방과후학교 운영,32187500.0
,직업교육,0.0
,국제교육,0.0
,독서활동,8571000.0
,교기육성,0.0
,기타 선택적 교육활동,0.0
교육활동 지원,교육활동 지원,72371750.0
,교무업무 운영,25785000.0
,생활지도 운영,7021500.0
,연구학교 운영,7500000.0
,학습지원실 운영,6922500.0
,교육여건 개선,25142750.0
학교 일반운영,학교 일반운영,121244000.0
,학교기관운영,47277000.0
,시설 장비 유지,69547000.0
,학교운영 협력,4420000.0
학교시설 확충,학교시설 확충,0.0
,시설확충 및 개선,0.0
학교 재무활동,학교 재무활동,2910250.0
,반환금,95500.0
,예비비,2814750.0
세출합계,세출합계,516435250.0
