과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1708673425.5625
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,2050140.15625
,,국고보조금,국고보조금,2050140.15625
,,,국고보조금,2050140.15625
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,104925787.1875
,,비법정이전수입,비법정이전수입,64301659.84375
,,,광역지방자치단체전입금,6212307.5
,,,기초지방자치단체전입금,58089352.34375
,,교육경비보조금,교육경비보조금,40624127.34375
,,,광역지방자치단체전입금,665078.125
,,,기초지방자치단체전입금,39959049.21875
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1567571892.8125
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1566871533.4375
,,,교육비특별회계전입금,1566871533.4375
,,기금회계전입금수입,기금회계전입금수입,700359.375
,,,기금회계전입금,700359.375
,기타이전수입,기타이전수입,기타이전수입,34125605.40625
,,학교회계간이전수입,학교회계간이전수입,28734750.5625
,,,학교발전기금전입금,8767189.296875
,,,다른학교회계전입금,19967561.265625
,,,기타학교회계전입금,531250.0
,,기타공공이전수입,기타공공이전수입,5215542.34375
,,,기타공공지원금,4684292.34375
자체수입,자체수입,자체수입,자체수입,124486852.734375
,학부모부담수입,학부모부담수입,학부모부담수입,117376494.140625
,,등록금,등록금,179928.75
,,,학교운영지원비,161872334.15625
,,수익자부담수입,수익자부담수입,271105543.046875
,,,급식비,137800488.125
,,,방과후학교활동비,57536202.578125
,,,현장체험학습비,93598241.25
,,,청소년단체활동비,19600077.1875
,,,졸업앨범비,53295817.65625
,,,교과서비,21340361.71875
,,,기숙사비,2459179.375
,,,기타수익자부담수입,4778507.65625
,,,누리과정비,228042.96875
,,,교복구입비,1954087.8125
,,,운동부운영비,8972572.34375
,,,돌봄활동운영비,22145537.34375
,행정활동수입,행정활동수입,행정활동수입,7817638.28125
,,사용료및수수료,사용료및수수료,2078178.28125
,,,사용료및수수료,2078178.28125
,,자산수입,자산수입,1531796.078125
,,,자산매각대,758358.578125
,,적립금처분수입,적립금처분수입,7958740.25
,,,적립금처분수입,6283465.109375
,,보증금회수,보증금회수,6283465.109375
,,,보증금회수,100257.8125
,,기타행정활동수입,기타행정활동수입,4549392.046875
,,,지난년도수입,311.40625
,,,이자수입,2705906.375
,,,기타행정활동수입,1742916.453125
기타수입,기타수입,기타수입,기타수입,32120644.8125
,전년도이월금,전년도이월금,전년도이월금,33695662.140625
,,순세계잉여금,순세계잉여금,11253875.078125
,,,순세계잉여금,12061340.0
,,정산대상재원사용잔액,정산대상재원사용잔액,1475816.625
,,,정산대상재원사용잔액,9158233.609375
,,이월금,이월금,28608474.90625
,,,이월사업비,21511544.75
세입합계,세입합계,세입합계,세입합계,1605373411.109375
