과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,907616046.875
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,37459296.875
,,비법정이전수입,비법정이전수입,36709296.875
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,36709296.875
,,교육경비보조금,교육경비보조금,750000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,750000.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,842286734.375
,,교육비특별회계전입금수입,교육비특별회계전입금수입,841817984.375
,,,교육비특별회계전입금,841817984.375
,,기금회계전입금수입,기금회계전입금수입,468750.0
,,,기금회계전입금,468750.0
,기타이전수입,기타이전수입,기타이전수입,27870015.625
,,학교회계간이전수입,학교회계간이전수입,27868453.125
,,,학교발전기금전입금,8291218.75
,,,다른학교회계전입금,19577234.375
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,1562.5
,,,기타공공지원금,1562.5
자체수입,자체수입,자체수입,자체수입,139155234.375
,학부모부담수입,학부모부담수입,학부모부담수입,135584546.875
,,등록금,등록금,0.0
,,,학교운영지원비,173265171.875
,,수익자부담수입,수익자부담수입,303174312.5
,,,급식비,150918828.125
,,,방과후학교활동비,58650937.5
,,,현장체험학습비,107552218.75
,,,청소년단체활동비,20907265.625
,,,졸업앨범비,59728921.875
,,,교과서비,24102468.75
,,,기숙사비,5355515.625
,,,기타수익자부담수입,3440312.5
,,,누리과정비,121875.0
,,,교복구입비,1769250.0
,,,운동부운영비,10989062.5
,,,돌봄활동운영비,26043359.375
,행정활동수입,행정활동수입,행정활동수입,3761000.0
,,사용료및수수료,사용료및수수료,1318468.75
,,,사용료및수수료,1318468.75
,,자산수입,자산수입,1171562.5
,,,자산매각대,177812.5
,,적립금처분수입,적립금처분수입,5675406.25
,,,적립금처분수입,5207750.0
,,보증금회수,보증금회수,5207750.0
,,,보증금회수,4687.5
,,기타행정활동수입,기타행정활동수입,2079093.75
,,,지난년도수입,0.0
,,,이자수입,1187828.125
,,,기타행정활동수입,886578.125
기타수입,기타수입,기타수입,기타수입,7823921.875
,전년도이월금,전년도이월금,전년도이월금,8286890.625
,,순세계잉여금,순세계잉여금,7446171.875
,,,순세계잉여금,7800078.125
,,정산대상재원사용잔액,정산대상재원사용잔액,486812.5
,,,정산대상재원사용잔액,1393375.0
,,이월금,이월금,1015625.0
,,,이월사업비,1015625.0
세입합계,세입합계,세입합계,세입합계,874451281.25
