과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,915510625.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,3262500.0
,,국고보조금,국고보조금,3262500.0
,,,국고보조금,3262500.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,27792225.0
,,비법정이전수입,비법정이전수입,4705000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,4705000.0
,,교육경비보조금,교육경비보조금,23087225.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,23087225.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,868755265.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,868755265.0
,,,교육비특별회계전입금,868755265.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,15700635.0
,,학교회계간이전수입,학교회계간이전수입,7485635.0
,,,학교발전기금전입금,7485635.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,8215000.0
,,,기타공공지원금,8215000.0
자체수입,자체수입,자체수입,자체수입,36451852.5
,학부모부담수입,학부모부담수입,학부모부담수입,33449440.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,33449440.0
,,,급식비,21230642.5
,,,방과후학교활동비,1451250.0
,,,현장체험학습비,8357547.5
,,,청소년단체활동비,0.0
,,,졸업앨범비,2410000.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,3002412.5
,,사용료및수수료,사용료및수수료,750000.0
,,,사용료및수수료,750000.0
,,자산수입,자산수입,42100.0
,,,자산매각대,42100.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,2210312.5
,,,지난년도수입,0.0
,,,이자수입,1790162.5
,,,기타행정활동수입,420150.0
기타수입,기타수입,기타수입,기타수입,10854057.5
,전년도이월금,전년도이월금,전년도이월금,10854057.5
,,순세계잉여금,순세계잉여금,9665545.0
,,,순세계잉여금,9665545.0
,,정산대상재원사용잔액,정산대상재원사용잔액,438512.5
,,,정산대상재원사용잔액,438512.5
,,이월금,이월금,750000.0
,,,이월사업비,750000.0
세입합계,세입합계,세입합계,세입합계,962816535.0
