과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,386855465.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,1647000.0
,,비법정이전수입,비법정이전수입,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,,교육경비보조금,교육경비보조금,1647000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,1647000.0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,378277102.5
,,교육비특별회계전입금수입,교육비특별회계전입금수입,378277102.5
,,,교육비특별회계전입금,378277102.5
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,6931362.5
,,학교회계간이전수입,학교회계간이전수입,97612.5
,,,학교발전기금전입금,0.0
,,,다른학교회계전입금,97612.5
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,6833750.0
,,,기타공공지원금,6833750.0
자체수입,자체수입,자체수입,자체수입,12372532.5
,학부모부담수입,학부모부담수입,학부모부담수입,11867580.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,11867580.0
,,,급식비,11867580.0
,,,방과후학교활동비,0.0
,,,현장체험학습비,0.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,0.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,504952.5
,,사용료및수수료,사용료및수수료,147835.0
,,,사용료및수수료,147835.0
,,자산수입,자산수입,25022.5
,,,자산매각대,25022.5
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,332095.0
,,,지난년도수입,0.0
,,,이자수입,231292.5
,,,기타행정활동수입,100802.5
기타수입,기타수입,기타수입,기타수입,9589702.5
,전년도이월금,전년도이월금,전년도이월금,9589702.5
,,순세계잉여금,순세계잉여금,8302202.5
,,,순세계잉여금,8302202.5
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,1287500.0
,,,이월사업비,1287500.0
세입합계,세입합계,세입합계,세입합계,408817700.0
