과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,2800835059.5
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,2025000.0
,,국고보조금,국고보조금,2025000.0
,,,국고보조금,2025000.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,128233881.25
,,비법정이전수입,비법정이전수입,44083206.25
,,,광역지방자치단체전입금,37058535.0
,,,기초지방자치단체전입금,7024671.25
,,교육경비보조금,교육경비보조금,84150675.0
,,,광역지방자치단체전입금,4800000.0
,,,기초지방자치단체전입금,79350675.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,2471680870.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2471680870.0
,,,교육비특별회계전입금,2471680870.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,198895308.25
,,학교회계간이전수입,학교회계간이전수입,197682720.75
,,,학교발전기금전입금,62782918.125
,,,다른학교회계전입금,134899802.625
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,135087.5
,,,기타공공지원금,135087.5
자체수입,자체수입,자체수입,자체수입,218841568.5
,학부모부담수입,학부모부담수입,학부모부담수입,209525691.875
,,등록금,등록금,1077500.0
,,,학교운영지원비,1229614132.0
,,수익자부담수입,수익자부담수입,1376558683.125
,,,급식비,882024003.75
,,,방과후학교활동비,145468385.625
,,,현장체험학습비,691798038.75
,,,청소년단체활동비,155836005.0
,,,졸업앨범비,330662321.25
,,,교과서비,121659306.25
,,,기숙사비,12175058.75
,,,기타수익자부담수입,27648893.75
,,,누리과정비,0.0
,,,교복구입비,4471990.0
,,,운동부운영비,17412058.75
,,,돌봄활동운영비,152097375.0
,행정활동수입,행정활동수입,행정활동수입,13809114.125
,,사용료및수수료,사용료및수수료,4682600.0
,,,사용료및수수료,4682600.0
,,자산수입,자산수입,113750.0
,,,자산매각대,113750.0
,,적립금처분수입,적립금처분수입,61503640.75
,,,적립금처분수입,50223908.375
,,보증금회수,보증금회수,50223908.375
,,,보증금회수,802062.5
,,기타행정활동수입,기타행정활동수입,6399089.125
,,,지난년도수입,2491.25
,,,이자수입,2612797.625
,,,기타행정활동수입,2981737.75
기타수입,기타수입,기타수입,기타수입,98853170.25
,전년도이월금,전년도이월금,전년도이월금,109330840.125
,,순세계잉여금,순세계잉여금,25526739.875
,,,순세계잉여금,30719228.0
,,정산대상재원사용잔액,정산대상재원사용잔액,5403951.75
,,,정산대상재원사용잔액,42287248.625
,,이월금,이월금,115376139.0
,,,이월사업비,82385696.5
세입합계,세입합계,세입합계,세입합계,2102567274.5
