정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,290412228.890625
,교직원보수,181040791.5625
,기타 교직원 보수,80037254.84375
,교직원 복지 및 역량강화,29334182.484375
학생복지/교육격차 해소,학생복지/교육격차 해소,623388102.234375
,급식 관리,492686809.296875
,기숙사 관리,24842096.25
,보건관리,43039915.453125
,교육격차 해소,6786257.34375
,학생복지,56033023.890625
기본적 교육활동,기본적 교육활동,299028687.984375
,교과 활동,212098932.015625
,창의적 체험활동,82858250.03125
,자유학기(년) 활동,4071505.9375
선택적 교육활동,선택적 교육활동,240706340.859375
,방과후학교 운영,156487157.1875
,직업교육,0.0
,국제교육,1598070.1875
,독서활동,24615007.859375
,교기육성,42139352.015625
,기타 선택적 교육활동,15866753.609375
교육활동 지원,교육활동 지원,224500380.515625
,교무업무 운영,32099034.1875
,생활지도 운영,28623109.0625
,연구학교 운영,11297412.046875
,학습지원실 운영,26280346.15625
,교육여건 개선,126200479.0625
학교 일반운영,학교 일반운영,312705447.078125
,학교기관운영,91158270.578125
,시설 장비 유지,217805848.4375
,학교운영 협력,3741328.0625
학교시설 확충,학교시설 확충,107440229.53125
,시설확충 및 개선,107440229.53125
학교 재무활동,학교 재무활동,6000069.53125
,반환금,6000069.53125
,예비비,0.0
세출합계,세출합계,2104181486.625
