과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1308661935.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,58816687.5
,,비법정이전수입,비법정이전수입,56023387.5
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,56023387.5
,,교육경비보조금,교육경비보조금,2793300.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,2793300.0
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1248177247.5
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1248177247.5
,,,교육비특별회계전입금,1248177247.5
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,1668000.0
,,학교회계간이전수입,학교회계간이전수입,463000.0
,,,학교발전기금전입금,463000.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,1205000.0
,,,기타공공지원금,1205000.0
자체수입,자체수입,자체수입,자체수입,53322134.75
,학부모부담수입,학부모부담수입,학부모부담수입,49481802.5
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,49481802.5
,,,급식비,22197747.5
,,,방과후학교활동비,23054030.0
,,,현장체험학습비,0.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,822750.0
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,3407275.0
,행정활동수입,행정활동수입,행정활동수입,3840332.25
,,사용료및수수료,사용료및수수료,3000.0
,,,사용료및수수료,3000.0
,,자산수입,자산수입,319250.0
,,,자산매각대,319250.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,159165.0
,,,보증금회수,159165.0
,,기타행정활동수입,기타행정활동수입,3358917.25
,,,지난년도수입,0.0
,,,이자수입,2462070.0
,,,기타행정활동수입,896847.25
기타수입,기타수입,기타수입,기타수입,33669544.25
,전년도이월금,전년도이월금,전년도이월금,33669544.25
,,순세계잉여금,순세계잉여금,17889696.75
,,,순세계잉여금,17889696.75
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,15779847.5
,,,이월사업비,15779847.5
세입합계,세입합계,세입합계,세입합계,1395653614.0
