과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1795928666.6666667
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,0.0
,,비법정이전수입,비법정이전수입,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,,교육경비보조금,교육경비보조금,0.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,0.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1795928666.6666667
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1795928666.6666667
,,,교육비특별회계전입금,1795928666.6666667
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,0.0
,,학교회계간이전수입,학교회계간이전수입,0.0
,,,학교발전기금전입금,0.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,0.0
,,,기타공공지원금,0.0
자체수입,자체수입,자체수입,자체수입,407133000.0
,학부모부담수입,학부모부담수입,학부모부담수입,401933000.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,401933000.0
,,,급식비,48232333.333333336
,,,방과후학교활동비,188120000.0
,,,현장체험학습비,69310000.0
,,,청소년단체활동비,3925000.0
,,,졸업앨범비,13733333.333333334
,,,교과서비,0.0
,,,기숙사비,0.0
,,,기타수익자부담수입,0.0
,,,누리과정비,0.0
,,,교복구입비,0.0
,,,운동부운영비,53805666.666666664
,,,돌봄활동운영비,24806666.666666668
,행정활동수입,행정활동수입,행정활동수입,5200000.0
,,사용료및수수료,사용료및수수료,633333.3333333334
,,,사용료및수수료,633333.3333333334
,,자산수입,자산수입,500000.0
,,,자산매각대,500000.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,4066666.6666666665
,,,지난년도수입,0.0
,,,이자수입,2233333.3333333335
,,,기타행정활동수입,1833333.3333333333
기타수입,기타수입,기타수입,기타수입,0.0
,전년도이월금,전년도이월금,전년도이월금,0.0
,,순세계잉여금,순세계잉여금,0.0
,,,순세계잉여금,0.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,0.0
,,,이월사업비,0.0
세입합계,세입합계,세입합계,세입합계,2203061666.6666665
