과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,2100897765.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,512500.0
,,국고보조금,국고보조금,512500.0
,,,국고보조금,512500.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,300456731.875
,,비법정이전수입,비법정이전수입,173999833.75
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,173999833.75
,,교육경비보조금,교육경비보조금,126456898.125
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,126456898.125
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1786597760.625
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1786597760.625
,,,교육비특별회계전입금,1786597760.625
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,13330772.5
,,학교회계간이전수입,학교회계간이전수입,9210585.0
,,,학교발전기금전입금,4328125.0
,,,다른학교회계전입금,4882460.0
,,,기타학교회계전입금,1687500.0
,,기타공공이전수입,기타공공이전수입,3354687.5
,,,기타공공지원금,1667187.5
자체수입,자체수입,자체수입,자체수입,89131144.375
,학부모부담수입,학부모부담수입,학부모부담수입,85383294.375
,,등록금,등록금,777831.875
,,,학교운영지원비,22320689.875
,,수익자부담수입,수익자부담수입,106372473.75
,,,급식비,31501338.125
,,,방과후학교활동비,16517323.125
,,,현장체험학습비,0.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,28873477.5
,,,교과서비,15423048.75
,,,기숙사비,4431250.0
,,,기타수익자부담수입,1690387.5
,,,누리과정비,415158.125
,,,교복구입비,1057712.5
,,,운동부운영비,23551047.5
,,,돌봄활동운영비,3823741.875
,행정활동수입,행정활동수입,행정활동수입,5368350.0
,,사용료및수수료,사용료및수수료,563579.375
,,,사용료및수수료,563579.375
,,자산수입,자산수입,1318323.75
,,,자산매각대,1318323.75
,,적립금처분수입,적립금처분수입,541346.75
,,,적립금처분수입,36312.5
,,보증금회수,보증금회수,36312.5
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,2631446.875
,,,지난년도수입,0.0
,,,이자수입,1066673.125
,,,기타행정활동수입,1564773.75
기타수입,기타수입,기타수입,기타수입,65444813.9375
,전년도이월금,전년도이월금,전년도이월금,65949848.1875
,,순세계잉여금,순세계잉여금,8359865.1875
,,,순세계잉여금,8646031.9375
,,정산대상재원사용잔액,정산대상재원사용잔액,7308210.0
,,,정산대상재원사용잔액,10196743.375
,,이월금,이월금,53103007.125
,,,이월사업비,53103007.125
세입합계,세입합계,세입합계,세입합계,1738618776.6875
