과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,1617406422.0
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,24932400.0
,,비법정이전수입,비법정이전수입,14892400.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,14892400.0
,,교육경비보조금,교육경비보조금,10040000.0
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,10040000.0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1572077022.0
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1572077022.0
,,,교육비특별회계전입금,1572077022.0
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,20397000.0
,,학교회계간이전수입,학교회계간이전수입,0.0
,,,학교발전기금전입금,0.0
,,,다른학교회계전입금,0.0
,,,기타학교회계전입금,0.0
,,기타공공이전수입,기타공공이전수입,20397000.0
,,,기타공공지원금,20397000.0
자체수입,자체수입,자체수입,자체수입,129498856.0
,학부모부담수입,학부모부담수입,학부모부담수입,119977050.0
,,등록금,등록금,0.0
,,,학교운영지원비,0.0
,,수익자부담수입,수익자부담수입,119977050.0
,,,급식비,44857308.0
,,,방과후학교활동비,34648134.0
,,,현장체험학습비,11037900.0
,,,청소년단체활동비,0.0
,,,졸업앨범비,3385960.0
,,,교과서비,0.0
,,,기숙사비,11117562.0
,,,기타수익자부담수입,399986.0
,,,누리과정비,0.0
,,,교복구입비,14530200.0
,,,운동부운영비,0.0
,,,돌봄활동운영비,0.0
,행정활동수입,행정활동수입,행정활동수입,9521806.0
,,사용료및수수료,사용료및수수료,5592374.0
,,,사용료및수수료,5592374.0
,,자산수입,자산수입,203400.0
,,,자산매각대,203400.0
,,적립금처분수입,적립금처분수입,0.0
,,,적립금처분수입,0.0
,,보증금회수,보증금회수,0.0
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,3726032.0
,,,지난년도수입,0.0
,,,이자수입,3070042.0
,,,기타행정활동수입,655990.0
기타수입,기타수입,기타수입,기타수입,8851628.0
,전년도이월금,전년도이월금,전년도이월금,8851628.0
,,순세계잉여금,순세계잉여금,8024692.0
,,,순세계잉여금,8024692.0
,,정산대상재원사용잔액,정산대상재원사용잔액,0.0
,,,정산대상재원사용잔액,0.0
,,이월금,이월금,826936.0
,,,이월사업비,826936.0
세입합계,세입합계,세입합계,세입합계,1755756906.0
