정책단위사업,정책단위사업.1,평균금액
정책사업,단위사업,
인적자원 운용,인적자원 운용,1280748875.0
,교직원보수,940501625.0
,기타 교직원 보수,276934875.0
,교직원 복지 및 역량강화,63312375.0
학생복지/교육격차 해소,학생복지/교육격차 해소,428728125.0
,급식 관리,181088375.0
,기숙사 관리,165375000.0
,보건관리,52222250.0
,교육격차 해소,4383375.0
,학생복지,25659125.0
기본적 교육활동,기본적 교육활동,94493875.0
,교과 활동,57970000.0
,창의적 체험활동,32648875.0
,자유학기(년) 활동,3875000.0
선택적 교육활동,선택적 교육활동,75815750.0
,방과후학교 운영,46782750.0
,직업교육,0.0
,국제교육,212500.0
,독서활동,20998000.0
,교기육성,1185000.0
,기타 선택적 교육활동,6637500.0
교육활동 지원,교육활동 지원,110314500.0
,교무업무 운영,31188125.0
,생활지도 운영,15570125.0
,연구학교 운영,18875000.0
,학습지원실 운영,35588750.0
,교육여건 개선,9092500.0
학교 일반운영,학교 일반운영,352606625.0
,학교기관운영,77279375.0
,시설 장비 유지,272935500.0
,학교운영 협력,2391750.0
학교시설 확충,학교시설 확충,1250000.0
,시설확충 및 개선,1250000.0
학교 재무활동,학교 재무활동,2625000.0
,반환금,2500000.0
,예비비,125000.0
세출합계,세출합계,2346582750.0
