과목,과목.1,과목.2,과목.3,평균금액
장,관,항,목,
이전수입,이전수입,이전수입,이전수입,2200763280.625
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0.0
,,국고보조금,국고보조금,0.0
,,,국고보조금,0.0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,311245837.5
,,비법정이전수입,비법정이전수입,213712958.75
,,,광역지방자치단체전입금,6294962.5
,,,기초지방자치단체전입금,207417996.25
,,교육경비보조금,교육경비보조금,97532878.75
,,,광역지방자치단체전입금,0.0
,,,기초지방자치단체전입금,97532878.75
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1880380111.875
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1880380111.875
,,,교육비특별회계전입금,1880380111.875
,,기금회계전입금수입,기금회계전입금수입,0.0
,,,기금회계전입금,0.0
,기타이전수입,기타이전수입,기타이전수입,9137331.25
,,학교회계간이전수입,학교회계간이전수입,4930649.375
,,,학교발전기금전입금,437500.0
,,,다른학교회계전입금,4493149.375
,,,기타학교회계전입금,2125000.0
,,기타공공이전수입,기타공공이전수입,4044181.875
,,,기타공공지원금,1919181.875
자체수입,자체수입,자체수입,자체수입,127753989.375
,학부모부담수입,학부모부담수입,학부모부담수입,120704353.125
,,등록금,등록금,180965.0
,,,학교운영지원비,32682270.625
,,수익자부담수입,수익자부담수입,152104053.125
,,,급식비,31876546.875
,,,방과후학교활동비,41814991.875
,,,현장체험학습비,11153606.25
,,,청소년단체활동비,0.0
,,,졸업앨범비,39308961.875
,,,교과서비,24531793.75
,,,기숙사비,274950.0
,,,기타수익자부담수입,2638850.625
,,,누리과정비,506209.375
,,,교복구입비,1039668.75
,,,운동부운영비,21735013.75
,,,돌봄활동운영비,5290375.0
,행정활동수입,행정활동수입,행정활동수입,7632136.25
,,사용료및수수료,사용료및수수료,1228018.75
,,,사용료및수수료,1228018.75
,,자산수입,자산수입,3779737.5
,,,자산매각대,685987.5
,,적립금처분수입,적립금처분수입,1083140.625
,,,적립금처분수입,21906.25
,,보증금회수,보증금회수,21906.25
,,,보증금회수,0.0
,,기타행정활동수입,기타행정활동수입,5298130.0
,,,지난년도수입,0.0
,,,이자수입,2843377.5
,,,기타행정활동수입,2454752.5
기타수입,기타수입,기타수입,기타수입,30346048.125
,전년도이월금,전년도이월금,전년도이월금,31407282.5
,,순세계잉여금,순세계잉여금,6484706.25
,,,순세계잉여금,7118321.875
,,정산대상재원사용잔액,정산대상재원사용잔액,2130835.625
,,,정산대상재원사용잔액,14418855.125
,,이월금,이월금,34873763.25
,,,이월사업비,22981263.875
세입합계,세입합계,세입합계,세입합계,1827214532.0
