과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2202258000
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,277124620
,,비법정이전수입,비법정이전수입,277124620
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,277124620
,,교육경비보조금,교육경비보조금,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1923983380
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1923983380
,,,교육비특별회계전입금,1923983380
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,1150000
,,학교회계간이전수입,학교회계간이전수입,1150000
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,1150000
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,426292950
,학부모부담수입,학부모부담수입,학부모부담수입,415182540
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,415182540
,,,급식비,50382030
,,,방과후학교활동비,0
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,12944860
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,996000
,,,운동부운영비,350859650
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,11110410
,,사용료및수수료,사용료및수수료,898000
,,,사용료및수수료,898000
,,자산수입,자산수입,1591000
,,,자산매각대,1591000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,8621410
,,,지난년도수입,0
,,,이자수입,5303360
,,,기타행정활동수입,3318050
기타수입,기타수입,기타수입,기타수입,13568600
,전년도이월금,전년도이월금,전년도이월금,13568600
,,순세계잉여금,순세계잉여금,13563910
,,,순세계잉여금,13563910
,,정산대상재원사용잔액,정산대상재원사용잔액,4690
,,,정산대상재원사용잔액,4690
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,2642119550
