SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,102196957,34975688,0,328834230,3400000,S030000243,8449377140,D100000001,3,일반고등학교,N,강북고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,12500792,17224347,0,385653880,25257290,S030000245,7770235940,D100000001,3,일반고등학교,N,경명여자고등학교,
,사립,4,대구광역시 중구,,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,209413519,76298454,0,61855610,51528735,S030000248,11344119150,D100000001,3,특성화고등학교,N,경북공업고등학교,
고,사립,4,대구광역시 남구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,331042273,31171643,0,102417390,314000000,S030000255,7158033180,D100000001,3,특성화고등학교,N,경북여자상업고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,377025535,98900648,0,8477139080,72468000,S030000256,2840975330,D100000001,3,특수목적고등학교,N,경북예술고등학교,
,사립,4,대구광역시 북구,,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,7907195,33286498,0,490831490,27820000,S030000257,8725887480,D100000001,3,일반고등학교,N,경상고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,303765401,36055448,0,90501440,17051660,S030000258,13091321670,D100000001,3,특성화고등학교,N,경상공업고등학교,
고,사립,4,대구광역시 북구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,137273441,17241010,0,554625610,80247600,S030000260,11556761635,D100000001,3,일반고등학교,N,경상여자고등학교,
고,사립,4,대구광역시 수성구,4.0,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,170675255,14749966,0,356703100,26337690,S030000262,7612789510,D100000001,3,일반고등학교,N,경신고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,75357609,29012133,0,1218103830,27454000,S030000265,13198742500,D100000001,3,일반고등학교,N,경원고등학교,
,사립,4,대구광역시 남구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,49483925,15892290,0,404845510,76703400,S030000266,8812068370,D100000001,3,일반고등학교,N,경일여자고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,3124160,10290217,0,225140070,5763970,S030000268,7610423460,D100000001,3,일반고등학교,N,경화여자고등학교,
,사립,4,대구광역시 서구,,대구광역시교육청,대구광역시교육청,D100000001,N,복식부기,결산세입,199864263,40566326,0,5990677110,462154713,S030000271,2800382108,D100000001,3,자율고등학교,N,계성고등학교,
,사립,4,대구광역시 달서구,,대구광역시교육청,대구광역시교육청,D100000001,N,미지정,결산세입,19197788,68656472,0,109639170,144318700,S030000274,10033762920,D100000001,3,특성화고등학교,N,대구보건고등학교,
