과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,1580415220
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,51017680
,,비법정이전수입,비법정이전수입,39017780
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,39017780
,,교육경비보조금,교육경비보조금,11999900
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,11999900
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1529397540
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1529397540
,,,교육비특별회계전입금,1529397540
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,148573725
,학부모부담수입,학부모부담수입,학부모부담수입,137571410
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,137571410
,,,급식비,38909100
,,,방과후학교활동비,78694810
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,6700000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,13267500
,행정활동수입,행정활동수입,행정활동수입,11002315
,,사용료및수수료,사용료및수수료,4251380
,,,사용료및수수료,4251380
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,6750935
,,,지난년도수입,0
,,,이자수입,2371895
,,,기타행정활동수입,4379040
기타수입,기타수입,기타수입,기타수입,6250750
,전년도이월금,전년도이월금,전년도이월금,6250750
,,순세계잉여금,순세계잉여금,4358670
,,,순세계잉여금,4358670
,,정산대상재원사용잔액,정산대상재원사용잔액,1892080
,,,정산대상재원사용잔액,1892080
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,1735239695
