과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,5169057603
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,22259900
,,비법정이전수입,비법정이전수입,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,,교육경비보조금,교육경비보조금,22259900
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,22259900
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,5136854830
,,교육비특별회계전입금수입,교육비특별회계전입금수입,5136854830
,,,사립학교보조금수입,5136854830
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,9942873
,,사학법인이전수입,사학법인이전수입,9942873
,,,법인법정부담금,9942873
,,,법인이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,0
,,,기타공공지원금,0
자체수입,자체수입,자체수입,자체수입,45808843
,학부모부담수입,학부모부담수입,학부모부담수입,43293880
,,등록금,등록금,0
,,,입학금,0
,,,수업료,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,43293880
,,,급식비,35089960
,,,방과후학교활동비,480000
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,7321420
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,402500
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,2514963
,,사용료및수수료,사용료및수수료,3600
,,,사용료및수수료,3600
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,2511363
,,,지난년도수입,0
,,,이자수입,635199
,,,기타행정활동수입,1876164
기타수입,기타수입,기타수입,기타수입,53537855
,전년도이월금,전년도이월금,전년도이월금,53537855
,,순세계잉여금,순세계잉여금,23417355
,,,순세계잉여금,23417355
,,정산대상재원사용잔액,정산대상재원사용잔액,1000
,,,정산대상재원사용잔액,1000
,,이월금,이월금,30119500
,,,이월사업비,30119500
세입합계,세입합계,세입합계,세입합계,5268404301
