과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,5000998320
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,39600000
,,비법정이전수입,비법정이전수입,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,,교육경비보조금,교육경비보조금,39600000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,39600000
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,4950298320
,,교육비특별회계전입금수입,교육비특별회계전입금수입,4950298320
,,,사립학교보조금수입,4950298320
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,11100000
,,사학법인이전수입,사학법인이전수입,11000000
,,,법인법정부담금,11000000
,,,법인이전수입,0
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,100000
,,,기타공공지원금,100000
자체수입,자체수입,자체수입,자체수입,144009135
,학부모부담수입,학부모부담수입,학부모부담수입,141565620
,,등록금,등록금,0
,,,입학금,0
,,,수업료,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,141565620
,,,급식비,42960800
,,,방과후학교활동비,1120000
,,,현장체험학습비,82398280
,,,청소년단체활동비,0
,,,졸업앨범비,8034540
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,6797000
,,,누리과정비,0
,,,교복구입비,255000
,,,운동부운영비,0
,,,돌봄활동운영비,0
,행정활동수입,행정활동수입,행정활동수입,2443515
,,사용료및수수료,사용료및수수료,3600
,,,사용료및수수료,3600
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,2439915
,,,지난년도수입,0
,,,이자수입,443594
,,,기타행정활동수입,1996321
기타수입,기타수입,기타수입,기타수입,192838729
,전년도이월금,전년도이월금,전년도이월금,192838729
,,순세계잉여금,순세계잉여금,20558729
,,,순세계잉여금,20558729
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,172280000
,,,이월사업비,172280000
세입합계,세입합계,세입합계,세입합계,5337846184
