과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,2874741540
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,169576310
,,비법정이전수입,비법정이전수입,158403110
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,158403110
,,교육경비보조금,교육경비보조금,11173200
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,11173200
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,2698493230
,,교육비특별회계전입금수입,교육비특별회계전입금수입,2698493230
,,,교육비특별회계전입금,2698493230
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,6672000
,,학교회계간이전수입,학교회계간이전수입,1852000
,,,학교발전기금전입금,1852000
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,4820000
,,,기타공공지원금,4820000
자체수입,자체수입,자체수입,자체수입,160445750
,학부모부담수입,학부모부담수입,학부모부담수입,150500420
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,150500420
,,,급식비,42204200
,,,방과후학교활동비,92216120
,,,현장체험학습비,0
,,,청소년단체활동비,0
,,,졸업앨범비,2451000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,13629100
,행정활동수입,행정활동수입,행정활동수입,9945330
,,사용료및수수료,사용료및수수료,0
,,,사용료및수수료,0
,,자산수입,자산수입,1277000
,,,자산매각대,1277000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,636660
,,,보증금회수,636660
,,기타행정활동수입,기타행정활동수입,8031670
,,,지난년도수입,0
,,,이자수입,5666420
,,,기타행정활동수입,2365250
기타수입,기타수입,기타수입,기타수입,73337480
,전년도이월금,전년도이월금,전년도이월금,73337480
,,순세계잉여금,순세계잉여금,30218090
,,,순세계잉여금,30218090
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,43119390
,,,이월사업비,43119390
세입합계,세입합계,세입합계,세입합계,3108524770
