과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,1249508950
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,9212800
,,비법정이전수입,비법정이전수입,9212800
,,,광역지방자치단체전입금,400000
,,,기초지방자치단체전입금,8812800
,,교육경비보조금,교육경비보조금,0
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,0
,지방교육행정기관이전수입,지방교육행정기관이전수입,지방교육행정기관이전수입,1238596150
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1238596150
,,,교육비특별회계전입금,1238596150
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,1700000
,,학교회계간이전수입,학교회계간이전수입,0
,,,학교발전기금전입금,0
,,,다른학교회계전입금,0
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,1700000
,,,기타공공지원금,1700000
자체수입,자체수입,자체수입,자체수입,59343090
,학부모부담수입,학부모부담수입,학부모부담수입,40973860
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,40973860
,,,급식비,26300020
,,,방과후학교활동비,10323000
,,,현장체험학습비,1943840
,,,청소년단체활동비,191000
,,,졸업앨범비,1136000
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,0
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,1080000
,행정활동수입,행정활동수입,행정활동수입,18369230
,,사용료및수수료,사용료및수수료,1206200
,,,사용료및수수료,1206200
,,자산수입,자산수입,12195000
,,,자산매각대,12195000
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,4968030
,,,지난년도수입,0
,,,이자수입,2387330
,,,기타행정활동수입,2580700
기타수입,기타수입,기타수입,기타수입,13123190
,전년도이월금,전년도이월금,전년도이월금,13123190
,,순세계잉여금,순세계잉여금,12380460
,,,순세계잉여금,12380460
,,정산대상재원사용잔액,정산대상재원사용잔액,742730
,,,정산대상재원사용잔액,742730
,,이월금,이월금,0
,,,이월사업비,0
세입합계,세입합계,세입합계,세입합계,1321975230
