SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
,사립,4,대전광역시 대덕구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,56795287,8511748,0,68808790,165352980,S060000164,10422082020,G100000001,6,특성화고등학교,N,대전생활과학고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,64653503,39779861,0,70627470,56626500,S060000165,9134729780,G100000001,6,특성화고등학교,N,계룡디지텍고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,20347070,16596180,0,164061130,13688560,S060000166,7780131320,G100000001,6,일반고등학교,N,남대전고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,234825150,73137170,0,6329265240,863158850,S060000171,3146784020,G100000001,6,자율고등학교,N,대전대성고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,미지정,결산세입,33234960,31133840,0,73943760,227379230,S060000173,11954317920,G100000001,6,특성화고등학교,N,대전대성여자고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,미지정,결산세입,616662710,41583250,0,6023593430,777306250,S060000181,4157979960,G100000001,6,자율고등학교,N,대전대신고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,19541430,25629490,0,439715930,369424690,S060000182,8720967500,G100000001,6,일반고등학교,N,대전동산고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,141724600,61601600,0,561933560,999300640,S060000183,17886303240,G100000001,6,특수목적고등학교,N,동아마이스터고등학교
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,N,복식부기,결산세입,5698430,17556350,0,319750990,29338090,S060000187,6449243730,G100000001,6,일반고등학교,N,대전제일고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,N,미지정,결산세입,51454820,18042210,0,143475780,6139370,S060000191,6584425300,G100000001,6,일반고등학교,N,대전성모여자고등학교
