SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,AMT8,PBAN_EXCP_YN,AMT7,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,YESAN_PER_HEAD,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM
고,사립,4,대전광역시 대덕구,4.0,대전광역시교육청,대전광역시교육청,G100000001,14000000,N,0,복식부기,예산세출,555676000,211504000,190267000,447194000,1229779000,S060000164,5171014000,16743970.0,G100000001,6,특성화고등학교,N,대전생활과학고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,5500000,N,0,복식부기,예산세출,548020000,194804000,275866000,355303000,779905000,S060000165,4596438000,21311785.5,G100000001,6,특성화고등학교,N,계룡디지텍고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,10000000,N,0,복식부기,예산세출,380077000,199220000,236680000,258379000,1156239000,S060000166,4937235000,10992082.7,G100000001,6,일반고등학교,N,남대전고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,0,N,0,복식부기,예산세출,780601000,248045000,189112000,677510000,3878838000,S060000171,5262409000,11014486.0,G100000001,6,자율고등학교,N,대전대성고등학교
고,사립,4,대전광역시 동구,4.0,대전광역시교육청,대전광역시교육청,G100000001,12269000,N,0,복식부기,예산세출,494362000,217580000,343600000,277315000,1261958000,S060000173,6124525000,15265050.7,G100000001,6,특성화고등학교,N,대전대성여자고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,8000000,N,0,복식부기,예산세출,655639000,304998000,198430000,1006260000,2881625000,S060000181,5767055000,10395780.0,G100000001,6,자율고등학교,N,대전대신고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,1057000,N,1138444000,복식부기,예산세출,566130000,116409000,255570000,396029000,2221016000,S060000182,6264750000,14288663.6,G100000001,6,일반고등학교,N,대전동산고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,5500000,N,0,복식부기,예산세출,642152000,202751000,231095000,782847000,1816544000,S060000183,6961449000,21719057.1,G100000001,6,특수목적고등학교,N,동아마이스터고등학교
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,38208000,N,0,복식부기,예산세출,353177000,234225000,598722000,258837000,1025433000,S060000187,4625086000,12807339.3,G100000001,6,일반고등학교,N,대전제일고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,966000,N,0,복식부기,예산세출,400472000,113750000,59260000,260707000,1088596000,S060000191,4272431000,11538514.0,G100000001,6,일반고등학교,N,대전성모여자고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,1077000,N,0,복식부기,예산세출,482099000,172146000,201908000,272743000,1290112000,S060000193,5834888000,19064602.8,G100000001,6,특성화고등학교,N,대전신일여자고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,12972000,N,1020000,복식부기,예산세출,461639000,373328000,446447000,114984000,823662000,S060000197,4615497000,15638239.7,G100000001,6,특성화고등학교,N,대전여자상업고등학교
,사립,4,대전광역시 유성구,,대전광역시교육청,대전광역시교육청,G100000001,28000,N,0,복식부기,예산세출,421942000,68165000,610366000,358763000,728860000,S060000199,3352750000,13383753.6,G100000001,6,일반고등학교,N,대전예술고등학교
,사립,4,대전광역시 중구,,대전광역시교육청,대전광역시교육청,G100000001,2000000,N,0,복식부기,예산세출,389292000,179203000,126477000,241956000,1430741000,S060000202,4573936000,14742261.1,G100000001,6,일반고등학교,N,대전중앙고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,1000000,N,1251000000,복식부기,예산세출,386484000,89272000,321800000,264826000,1806084000,S060000205,4365361000,14809471.2,G100000001,6,일반고등학교,N,대전한빛고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,4920000,N,0,복식부기,예산세출,479302000,155939000,28650000,328891000,1311404000,S060000207,5162894000,9591784.3,G100000001,6,일반고등학교,N,동방고등학교
,사립,4,대전광역시 동구,,대전광역시교육청,대전광역시교육청,G100000001,2000000,N,5000000,복식부기,예산세출,505824000,85381000,390525000,306588000,1311806000,S060000211,5650809000,11881918.0,G100000001,6,일반고등학교,N,명석고등학교
고,사립,4,대전광역시 동구,4.0,대전광역시교육청,대전광역시교육청,G100000001,2000000,N,0,복식부기,예산세출,388344000,128956000,55050000,392699000,1781533000,S060000212,6497024000,15281993.4,G100000001,6,일반고등학교,N,보문고등학교
고,사립,4,대전광역시 대덕구,4.0,대전광역시교육청,대전광역시교육청,G100000001,10091000,N,0,복식부기,예산세출,459209000,223745000,238354000,188534000,1565707000,S060000213,4077360000,14118997.9,G100000001,6,일반고등학교,N,대전이문고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,64086000,N,0,복식부기,예산세출,414087000,238184000,114720000,488052000,1251522000,S060000214,4978663000,12795447.5,G100000001,6,일반고등학교,N,서대전고등학교
,사립,4,대전광역시 서구,,대전광역시교육청,대전광역시교육청,G100000001,1000000,N,0,복식부기,예산세출,439578000,161669000,28880000,60840000,795469000,S060000216,4213798000,15042833.8,G100000001,6,일반고등학교,N,서대전여자고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,5000000,N,0,복식부기,예산세출,449596000,151179000,61820000,462111000,1278678000,S060000217,4902448000,12736641.1,G100000001,6,일반고등학교,N,서일고등학교
고,사립,4,대전광역시 서구,4.0,대전광역시교육청,대전광역시교육청,G100000001,3200000,N,0,복식부기,예산세출,377306000,145302000,133238000,296195000,1221733000,S060000219,4586817000,14003708.1,G100000001,6,일반고등학교,N,서일여자고등학교
고,사립,4,대전광역시 동구,4.0,대전광역시교육청,대전광역시교육청,G100000001,2110000,N,0,복식부기,예산세출,455345000,208568000,205184000,574549000,1802144000,S060000225,5102595000,10258593.4,G100000001,6,일반고등학교,N,우송고등학교
고,사립,4,대전광역시 유성구,4.0,대전광역시교육청,대전광역시교육청,G100000001,9490000,N,0,복식부기,예산세출,392266000,130089000,69060000,228453000,1214764000,S060000229,4380878000,11452762.9,G100000001,6,일반고등학교,N,유성여자고등학교
,사립,4,대전광역시 유성구,,대전광역시교육청,대전광역시교육청,G100000001,1000000,N,5600000,복식부기,예산세출,373703000,172712000,120519000,348998000,1189668000,S060000231,4784636000,10304618.6,G100000001,6,일반고등학교,N,중일고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,2004000,N,20000000,복식부기,예산세출,324998000,301261000,25020000,178326000,990911000,S060000232,5653736000,19936851.1,G100000001,6,일반고등학교,N,청란여자고등학교
고,사립,4,대전광역시 중구,4.0,대전광역시교육청,대전광역시교육청,G100000001,500000,N,0,복식부기,예산세출,420251000,192200000,112623000,308476000,1818979000,S060000243,5480831000,13573061.9,G100000001,6,일반고등학교,N,호수돈여자고등학교
