SCHUL_CRSE_SC_VALUE_NM,FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,SCHUL_CRSE_SC_VALUE,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,HS_KND_SC_NM,BNHH_YN,SCHUL_NM,PBAN_EXCP_RSN
고,사립,4,경상북도 구미시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,10000000,21000000,0,1009455000,123000000,S150000718,6527357000,R100000001,16,일반고등학교,N,경구고등학교,
고,사립,4,경상북도 봉화군,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,200000,2000000,0,393492000,1550000,S150000722,1725823000,R100000001,16,특성화고등학교,N,한국펫고등학교,
,사립,4,경상북도 경산시,,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,42300000,0,1044784000,10000000,S150000726,7915732000,R100000001,16,일반고등학교,N,경산여자고등학교,
고,사립,4,경상북도 경산시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,2000000,0,217907000,44620000,S150000728,3700329000,R100000001,16,특성화고등학교,N,경산제일고등학교,
고,사립,4,경상북도 안동시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,10000000,19440000,0,631151000,15500000,S150000730,3836731000,R100000001,16,일반고등학교,N,경안고등학교,
고,사립,4,경상북도 안동시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,100000,16010000,0,439282000,14900000,S150000732,3475385000,R100000001,16,일반고등학교,N,경안여자고등학교,
고,사립,4,경상북도 안동시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,14400000,0,175285000,500000,S150000733,3552436000,R100000001,16,일반고등학교,N,경일고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,24170000,0,1237699000,275992000,S150000734,5758435000,R100000001,16,일반고등학교,N,경주고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,21400000,0,550617000,4600000,S150000740,5928069000,R100000001,16,특성화고등학교,N,경주여자정보고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,12390000,0,458466000,370129000,S150000741,6463359000,R100000001,16,특성화고등학교,N,경주정보고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,2000000,9500000,0,261465000,8297000,S150000743,1978450000,R100000001,16,특성화고등학교,N,경주화랑고등학교,
고,사립,4,경상북도 경주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,3000000,10400000,0,774660000,273500000,S150000764,4755536000,R100000001,16,일반고등학교,N,근화여자고등학교,
고,사립,4,경상북도 구미시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,6000000,18000000,0,1392070000,1000000,S150000770,6357118000,R100000001,16,일반고등학교,N,구미제일고등학교,
고,사립,4,경상북도 영천시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,5000000,17540000,0,200938000,213730000,S150000773,2481921000,R100000001,16,특성화고등학교,N,경북휴먼테크고등학교,
,사립,4,경상북도 안동시,,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,14000000,24500000,0,555516000,6540000,S150000776,4510610000,R100000001,16,일반고등학교,N,길원여자고등학교,
고,사립,4,경상북도 김천시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,102200000,0,7942643000,984488000,S150000777,303193000,R100000001,16,자율고등학교,N,김천고등학교,
고,사립,4,경상북도 김천시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,32100000,0,816000000,2000000,S150000782,2310374000,R100000001,16,일반고등학교,N,김천예술고등학교,
,사립,4,경상북도 고령군,,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,6200000,0,283873000,56600000,S150000790,3261175000,R100000001,16,일반고등학교,N,대가야고등학교,
고,사립,4,경상북도 경산시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,45600000,0,741400000,0,S150000791,4877120000,R100000001,16,일반고등학교,N,대구가톨릭대학교사범대학부속무학고등학교,
고,사립,4,경상북도 포항시 북구,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,18900000,0,762250000,323051000,S150000793,6203432000,R100000001,16,일반고등학교,N,대동고등학교,
고,사립,4,경상북도 영주시,4.0,경상북도교육청,경상북도교육청,R100000001,N,복식부기,예산세입,0,14947000,0,770870000,327438000,S150000794,2884334000,R100000001,16,일반고등학교,N,대영고등학교,
