일자,제목,언론사,대분류,impact_score,c_score,media_diversity,frequency_score,similar_news_count,similar_indices
20220720,요양병원 비접촉면회만 허용 임시선별검사소 70곳 추가 설치,문화일보,학생복지/교육격차해소,0.6884209554745859,0.6800623953342437,0.5833333333333334,0.8046533244696281,40,"[1100, 1101, 1102, 1103, 1121, 1122, 1123, 1124, 1125, 1126, 1127, 1128, 1379, 1380, 1381, 1382, 1383, 1384, 1385, 1386, 1766, 1907, 1908, 1909, 1910, 1911, 2086, 2103, 2104, 2105, 2106, 2154, 2155, 2156, 2445, 2446, 2447, 2604, 2605, 2606]"
20220707,도 코로나19 재유행 대비 원스톱 진료체계 구축 취약시설 관리 강화,아시아투데이,학생복지/교육격차해소,0.6372246648887648,0.7710146951675416,0.4166666666666667,0.6793959560724939,22,"[17, 18, 19, 20, 21, 22, 23, 24, 161, 339, 340, 341, 342, 343, 1656, 1657, 1658, 1677, 1678, 1679, 1680, 1681]"
20220704,임태희 경기교육감 등교 시간 자율화 1호 정책 시행,국민일보,교육활동지원,0.5545314919759058,0.7325082921981811,0.3333333333333333,0.5384272503221113,11,"[463, 464, 1025, 1026, 1027, 1190, 1191, 1192, 1235, 1236, 1595]"
20220709,당국 거리두기 변경 여부 등 방역조치 내주 수요일 발표,세계일보,학생복지/교육격차해소,0.5409420538627205,0.6483918344974517,0.25,0.6886177335457992,23,"[119, 120, 121, 122, 123, 162, 163, 164, 165, 166, 186, 187, 188, 189, 210, 347, 348, 349, 350, 1632, 1633, 1634, 1635]"
20220705,김대중 전남교육감 교직원 연수제도 개선 필요 미래지향적인 연수시스템을 구축,아시아투데이,인적자원운용,0.5389707008882136,0.8327464723587036,0.16666666666666666,0.5195737064824407,10,"[170, 171, 172, 173, 174, 175, 176, 177, 178, 497]"
20220712,앞당겨진 코로나 재유행 공식화 전문가 6차 확산 시작됐다 경고,세계일보,학생복지/교육격차해소,0.5285007635811236,0.7673805522918702,0.16666666666666666,0.5718284755479183,13,"[1151, 1152, 1153, 1154, 1243, 1244, 1523, 1524, 1525, 1526, 2499, 2500, 2501]"
20220713,물가 상승에 서울 학교 2학기 급식비 98억원 추가 지원,중앙일보,학생복지/교육격차해소,0.524900068374768,0.767680745124817,0.25,0.4760925677494707,8,"[1334, 1335, 1652, 1653, 1973, 1974, 1975, 1976]"
20220713,코로나 환자 오면 일단 항생체 처방 미국서 슈퍼박테리아 사망 급증,한국일보,학생복지/교육격차해소,0.5225026969576975,0.7644286203384401,0.16666666666666666,0.5557708294077383,12,"[2246, 2247, 2248, 2249, 2311, 2312, 2313, 2314, 2315, 2316, 2317, 2318]"
20220727,국민 참여 절실 호소한 정부 유인책 없는 자율방역 가능할까,세계일보,학생복지/교육격차해소,0.521846224876538,0.8850461363792419,0.08333333333333333,0.4760925677494707,8,"[1854, 1855, 1856, 2265, 2266, 2267, 2268, 2269]"
20220720,임시선별검사소 70곳 운영 요양병원 25일부터 대면 면회 중단,서울신문,학생복지/교육격차해소,0.5200972069715671,0.5634086656570434,0.3333333333333333,0.649112469029166,19,"[1121, 1122, 1123, 1124, 1125, 1126, 1127, 1128, 1482, 1483, 1484, 2086, 2103, 2104, 2105, 2106, 2445, 2446, 2447]"
