과목,과목,과목,과목,금액
장,관,항,목,금액
이전수입,이전수입,이전수입,이전수입,1342443090
,중앙정부이전수입,중앙정부이전수입,중앙정부이전수입,0
,,국고보조금,국고보조금,0
,,,국고보조금,0
,지방자치단체이전수입,지방자치단체이전수입,지방자치단체이전수입,25061000
,,비법정이전수입,비법정이전수입,11986000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,11986000
,,교육경비보조금,교육경비보조금,13075000
,,,광역지방자치단체전입금,0
,,,기초지방자치단체전입금,13075000
,지방교육자치단체이전수입,지방교육자치단체이전수입,지방교육자치단체이전수입,1316882090
,,교육비특별회계전입금수입,교육비특별회계전입금수입,1316882090
,,,교육비특별회계전입금,1316882090
,,기금회계전입금수입,기금회계전입금수입,0
,,,기금회계전입금,0
,기타이전수입,기타이전수입,기타이전수입,500000
,,학교회계간이전수입,학교회계간이전수입,200000
,,,학교발전기금전입금,0
,,,다른학교회계전입금,200000
,,,기타학교회계전입금,0
,,기타공공이전수입,기타공공이전수입,300000
,,,기타공공지원금,300000
자체수입,자체수입,자체수입,자체수입,215244827
,학부모부담수입,학부모부담수입,학부모부담수입,207238700
,,등록금,등록금,0
,,,학교운영지원비,0
,,수익자부담수입,수익자부담수입,207238700
,,,급식비,28626550
,,,방과후학교활동비,148448900
,,,현장체험학습비,269750
,,,청소년단체활동비,896000
,,,졸업앨범비,2810500
,,,교과서비,0
,,,기숙사비,0
,,,기타수익자부담수입,10770000
,,,누리과정비,0
,,,교복구입비,0
,,,운동부운영비,0
,,,돌봄활동운영비,15417000
,행정활동수입,행정활동수입,행정활동수입,8006127
,,사용료및수수료,사용료및수수료,0
,,,사용료및수수료,0
,,자산수입,자산수입,0
,,,자산매각대,0
,,적립금처분수입,적립금처분수입,0
,,,적립금처분수입,0
,,보증금회수,보증금회수,0
,,,보증금회수,0
,,기타행정활동수입,기타행정활동수입,8006127
,,,지난년도수입,0
,,,이자수입,1911356
,,,기타행정활동수입,6094771
기타수입,기타수입,기타수입,기타수입,19525040
,전년도이월금,전년도이월금,전년도이월금,19525040
,,순세계잉여금,순세계잉여금,11190430
,,,순세계잉여금,11190430
,,정산대상재원사용잔액,정산대상재원사용잔액,0
,,,정산대상재원사용잔액,0
,,이월금,이월금,8334610
,,,이월사업비,8334610
세입합계,세입합계,세입합계,세입합계,1577212957
