정책단위사업,정책단위사업,금액
정책사업,단위사업,금액
인적자원 운용,인적자원 운용,25450170
,교직원보수,0
,기타 교직원 보수,14935000
,교직원 복지 및 역량강화,10515170
학생복지/교육격차 해소,학생복지/교육격차 해소,296475950
,급식 관리,251578500
,기숙사 관리,0
,보건관리,16847450
,교육격차 해소,17857800
,학생복지,10192200
기본적 교육활동,기본적 교육활동,224342550
,교과 활동,169149250
,창의적 체험활동,55193300
,자유학기(년) 활동,0
선택적 교육활동,선택적 교육활동,301548020
,방과후학교 운영,232639260
,직업교육,0
,국제교육,0
,독서활동,60752990
,교기육성,0
,기타 선택적 교육활동,8155770
교육활동 지원,교육활동 지원,143521420
,교무업무 운영,45490590
,생활지도 운영,30387890
,연구학교 운영,0
,학습지원실 운영,19136060
,교육여건 개선,48506880
학교 일반운영,학교 일반운영,176357000
,학교기관운영,39011900
,시설 장비 유지,136806880
,학교운영 협력,538220
학교시설 확충,학교시설 확충,18910000
,시설확충 및 개선,18910000
학교 재무활동,학교 재무활동,11020
,반환금,11020
,예비비,0
세출합계,세출합계,1186616130
