FOND_SC_CODE,SCHUL_KND_SC_CODE,ADRCD_NM,JU_ORG_NM,ATPT_OFCDC_ORG_NM,JU_ORG_CODE,PBAN_EXCP_YN,FAS_DTN_SC_CODE,PBAN_REV_EX_SC_CODE,AMT6,AMT5,AMT4,AMT3,AMT2,SCHUL_CODE,AMT1,ATPT_OFCDC_ORG_CODE,LCTN_SC_CODE,BNHH_YN,SCHUL_NM,SCHUL_CRSE_SC_VALUE_NM,SCHUL_CRSE_SC_VALUE,PBAN_EXCP_RSN
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5291000,13000000,0,243052000,68102000,S060000282,1501951000,G100000001,6,N,대전가양초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,4695000,2998000,0,171128000,0,S060000283,1078145000,G100000001,6,N,대전대동초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,6947000,8870000,0,218078000,0,S060000284,1009225000,G100000001,6,N,대전대룡초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,8204000,2950000,0,130832000,0,S060000285,837948000,G100000001,6,N,대전대문초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3144000,1257000,0,36039000,0,S060000286,788544000,G100000001,6,N,대전대신초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,13100000,6600000,0,89710000,0,S060000287,830278000,G100000001,6,N,대전대암초등학교,,,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,8001000,2630000,0,174598000,0,S060000288,1174688000,G100000001,6,N,대전대양초등학교,,,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5300000,1700000,0,70026000,0,S060000289,982303000,G100000001,6,N,대전대화초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,2512000,10860000,0,309167000,0,S060000290,1265040000,G100000001,6,N,대전대흥초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5310000,1400000,0,86328000,0,S060000291,723404000,G100000001,6,N,대전동광초등학교,초,2.0,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3002000,4270000,0,73694000,0,S060000292,692603000,G100000001,6,N,대전동도초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,7383000,13200000,0,169253000,0,S060000293,795446000,G100000001,6,N,대전동문초등학교,,,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10004000,10100000,0,156665000,0,S060000294,1409189000,G100000001,6,N,대전동산초등학교,,,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3702000,9280000,0,305153000,0,S060000295,1444096000,G100000001,6,N,대전매봉초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,6194000,12284000,0,367336000,0,S060000296,1483332000,G100000001,6,N,대전목동초등학교,초,2.0,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,0,5400000,0,138514000,0,S060000297,1132301000,G100000001,6,N,대전목상초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10000000,3700000,0,64150000,0,S060000298,1052528000,G100000001,6,N,대전문성초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5196000,11900000,0,89054000,75249000,S060000299,758484000,G100000001,6,N,대전문창초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5100000,6700000,0,165590000,0,S060000300,1309654000,G100000001,6,N,대전문화초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5517000,11410000,0,260009000,0,S060000301,2026667000,G100000001,6,N,대전버드내초등학교,초,2.0,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,7000000,16000000,0,180050000,0,S060000302,1062607000,G100000001,6,N,대전법동초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3000000,3730000,0,125768000,0,S060000303,965150000,G100000001,6,N,대전보성초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,8053000,6600000,0,137160000,0,S060000304,845144000,G100000001,6,N,대전보운초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10000000,6200000,0,196450000,0,S060000305,1658233000,G100000001,6,N,대전산성초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,2000000,5100000,0,78190000,2800000,S060000306,801826000,G100000001,6,N,대전삼성초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5000000,10320000,0,111198000,0,S060000307,1107999000,G100000001,6,N,대전석교초등학교,초,2.0,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,2961000,1820000,0,55806000,0,S060000308,757847000,G100000001,6,N,대전석봉초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3558000,3760000,0,165702000,0,S060000309,931249000,G100000001,6,N,대전선화초등학교,초,2.0,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5462000,9160000,0,177092000,0,S060000310,1229953000,G100000001,6,N,대전성남초등학교,초,2.0,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,7013000,26250000,0,658423000,0,S060000311,1493246000,G100000001,6,N,대전송촌초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10000000,5900000,0,291633000,0,S060000312,1165568000,G100000001,6,N,대전신평초등학교,초,2.0,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5162000,8000000,0,685414000,99827000,S060000313,2324668000,G100000001,6,N,대전신흥초등학교,,,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3500000,9162000,0,80225000,22200000,S060000314,932249000,G100000001,6,N,대전양지초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3005000,5070000,0,182107000,0,S060000315,991912000,G100000001,6,N,대전오류초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,6600000,4270000,0,100135000,0,S060000316,961108000,G100000001,6,N,대전옥계초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,0,6000000,0,250047000,0,S060000317,1335112000,G100000001,6,N,대전용운초등학교,초,2.0,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,11555000,11830000,0,343940000,0,S060000318,1717400000,G100000001,6,N,대전용전초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,7600000,14472000,0,226066000,0,S060000319,1004391000,G100000001,6,N,대전원평초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,0,0,0,38880000,0,S060000320,1135884000,G100000001,6,N,대전유평초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,2276000,9660000,0,74118000,0,S060000321,838650000,G100000001,6,N,대전자양초등학교,초,2.0,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,8120000,5570000,0,232305000,0,S060000322,2005681000,G100000001,6,N,대전중리초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10000000,3000000,0,324384000,108606000,S060000323,1495239000,G100000001,6,N,대전중앙초등학교,,,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,5481000,9301000,0,95191000,0,S060000324,1234757000,G100000001,6,N,대전중원초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,4300000,7100000,0,125975000,0,S060000325,805153000,G100000001,6,N,대전중촌초등학교,초,2.0,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,11600000,13735000,0,383811000,0,S060000326,1600128000,G100000001,6,N,대전천동초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,11000000,7200000,0,471439000,0,S060000327,1298842000,G100000001,6,N,대전태평초등학교,초,2.0,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,9092000,14780000,0,194878000,0,S060000328,1230561000,G100000001,6,N,대전판암초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10023000,18170000,0,137891000,0,S060000329,856179000,G100000001,6,N,대전현암초등학교,,,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,4140000,2600000,0,78633000,0,S060000330,1033418000,G100000001,6,N,대전화정초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,6300000,5270000,0,236262000,0,S060000331,1182657000,G100000001,6,N,대전흥룡초등학교,초,2.0,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10615000,10840000,0,268404000,800000,S060000332,1624266000,G100000001,6,N,동대전초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,0,0,0,24403000,0,S060000333,706503000,G100000001,6,N,동명초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,10380000,7340000,0,252853000,60317000,S060000335,1455179000,G100000001,6,N,산내초등학교,,,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,500000,1340000,0,29714000,0,S060000336,783589000,G100000001,6,N,산서초등학교,초,2.0,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,3000000,2100000,0,23808000,0,S060000338,814157000,G100000001,6,N,산흥초등학교,초,2.0,
공립,2,대전광역시 대덕구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,4003000,4420000,0,99024000,0,S060000339,972420000,G100000001,6,N,새일초등학교,초,2.0,
공립,2,대전광역시 중구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,9161000,10800000,0,201440000,0,S060000340,1211002000,G100000001,6,N,서대전초등학교,,,
공립,2,대전광역시 동구,대전광역시동부교육지원청,대전광역시교육청,G100000108,N,복식부기,예산세입,2096000,4500000,0,28328000,0,S060000342,757204000,G100000001,6,N,세천초등학교,,,
